Study ID,Last Run Date,Last Run Time,Last Successful Run Date,Last Successful Run Time,Next Run Date,Next Run Time,Occurrence,Estimated Execution Time,N: File Count,N: Total File Size (MB),Problem Detected
NRG-BN001,2022-01-18,01:10:00,2022-01-18,01:10:00,2022-01-19,01:00:00,Daily,00:10:00,61.0,876.08,
NRG-BN002,2022-01-18,01:10:00,2022-01-18,01:10:00,2022-01-25,01:05:00,Weekly,00:05:00,49.0,115.86,
NRG-BN003,2022-01-18,01:10:00,2022-01-18,01:10:00,2022-01-19,01:10:00,Daily,00:00:00,51.0,79.13,
NRG-BN005,2022-01-18,01:20:00,2022-01-18,01:20:00,2022-01-19,01:15:00,Daily,00:05:00,62.0,83.76,
NRG-BN007,2022-01-18,01:20:00,2022-01-18,01:20:00,2022-01-19,01:20:00,Daily,00:00:00,73.0,431.24,
NRG-BN009,2022-01-18,01:10:00,2022-01-18,01:10:00,2022-01-19,00:55:00,Daily,00:15:00,65.0,31.84,
NRG-BR001,2022-01-18,01:30:00,2022-01-18,01:30:00,2022-01-25,01:25:00,Weekly,00:05:00,45.0,125.08,
NRG-BR002,2022-01-18,02:30:00,2022-01-18,02:30:00,2022-01-19,02:30:00,Daily,00:00:00,55.0,132.49,
NRG-BR003,2022-01-18,01:40:00,2022-01-18,01:40:00,2022-01-25,01:35:00,Weekly,00:05:00,44.0,2571.92,
NRG-BR004,2022-01-18,01:40:00,2022-01-18,01:40:00,2022-01-19,01:40:00,Daily,00:00:00,79.0,1948.69,
NRG-BR005,2022-01-18,01:50:00,2022-01-18,01:50:00,2022-01-19,01:45:00,Daily,00:05:00,33.0,36.59,
NRG-BR007,2022-01-18,01:50:00,2022-01-18,01:50:00,2022-01-19,01:50:00,Daily,00:00:00,72.0,59.62,
NRG-CC003,2022-01-18,02:10:00,2022-01-18,02:10:00,2022-01-19,02:05:00,Daily,00:05:00,82.0,472.85,
NRG-CC004,2022-01-18,02:10:00,2022-01-18,02:10:00,2022-01-19,02:10:00,Daily,00:00:00,43.0,235.03,
NRG-CC007CD,2022-01-18,02:20:00,2022-01-18,02:20:00,2022-01-19,02:15:00,Daily,00:05:00,34.0,124.02,
NRG-CC008,2022-01-18,02:20:00,2022-01-18,02:20:00,2022-01-19,02:20:00,Daily,00:00:00,63.0,89.58,
NRG-CC009,2022-01-18,02:30:00,2022-01-18,02:30:00,2022-01-19,02:25:00,Daily,00:05:00,65.0,33.6,
NRG-DT001,2022-01-18,02:30:00,2022-01-18,02:30:00,2022-01-19,02:30:00,Daily,00:00:00,52.0,128.71,
NRG-GI002,2022-01-18,02:40:00,2022-01-18,02:40:00,2022-01-25,02:35:00,Weekly,00:05:00,59.0,1667.06,
NRG-GI003,2022-01-18,02:40:00,2022-01-18,02:40:00,2022-01-19,02:40:00,Daily,00:00:00,48.0,114.54,
NRG-GI004,2022-01-18,02:50:00,2022-01-18,02:50:00,2022-01-19,02:50:00,Daily,00:00:00,39.0,266.86,
NRG-GI005,2022-01-18,03:00:00,2022-01-18,03:00:00,2022-01-25,02:55:00,Weekly,00:05:00,41.0,72.91,
NRG-GI006,2022-01-18,03:00:00,2022-01-18,03:00:00,2022-01-19,03:00:00,Daily,00:00:00,73.0,224.29,
NRG-GI007,2022-01-18,04:40:00,2022-01-18,04:40:00,2022-01-19,04:40:00,Daily,00:00:00,51.0,24.78,
NRG-GU002,2022-01-18,03:10:00,2022-01-18,03:10:00,2022-01-19,03:05:00,Daily,00:05:00,49.0,199.72,
NRG-GU003,2022-01-18,03:10:00,2022-01-18,03:10:00,2022-01-19,03:10:00,Daily,00:00:00,47.0,239.48,
NRG-GU005,2022-01-18,03:20:00,2022-01-18,03:20:00,2022-01-19,03:15:00,Daily,00:05:00,52.0,453.84,
NRG-GU006,2022-01-18,03:20:00,2022-01-18,03:20:00,2022-01-19,03:20:00,Daily,00:00:00,50.0,396.76,
NRG-GU007,2022-01-18,03:30:00,2022-01-18,03:30:00,2022-01-19,03:25:00,Daily,00:05:00,44.0,56.73,
NRG-GU008,2022-01-18,03:30:00,2022-01-18,03:30:00,2022-01-19,03:30:00,Daily,00:00:00,59.0,93.24,
NRG-GU009,2022-01-18,03:40:00,2022-01-18,03:40:00,2022-01-19,03:35:00,Daily,00:05:00,77.0,94.45,
NRG-GU010,2022-01-18,04:50:00,2022-01-18,04:50:00,2022-01-19,04:45:00,Daily,00:05:00,60.0,29.1,
NRG-GY003,2022-01-18,01:10:00,2022-01-18,01:10:00,2022-01-25,00:55:00,Weekly,00:15:00,49.0,491.53,
NRG-GY004,2022-01-18,00:50:00,2022-01-18,00:50:00,2022-01-25,00:50:00,Weekly,00:00:00,69.0,4758.53,
