Study ID,Last Run Date,Last Run Time,Last Successful Run Date,Last Successful Run Time,Next Run Date,Next Run Time,Occurrence,Estimated Execution Time,N: File Count,N: Total File Size (MB),Problem Detected
EAY191-N4,2023-06-21,00:30:00,2023-06-21,00:30:00,2023-06-22,00:30:00,Daily,00:00:00,68.0,1.8,
NRG-BN001,2023-06-21,01:10:00,2023-06-21,01:10:00,2023-06-22,01:00:00,Daily,00:10:00,61.0,1004.11,
NRG-BN002,2023-06-20,01:10:00,2023-06-20,01:10:00,2023-06-27,01:05:00,Weekly,00:05:00,,,
NRG-BN003,2023-06-21,01:10:00,2023-06-21,01:10:00,2023-06-22,01:10:00,Daily,00:00:00,51.0,90.29,
NRG-BN005,2023-06-21,01:20:00,2023-06-21,01:20:00,2023-06-22,01:15:00,Daily,00:05:00,62.0,117.1,
NRG-BN007,2023-06-21,01:20:00,2023-06-21,01:20:00,2023-06-22,01:20:00,Daily,00:00:00,73.0,881.9,
NRG-BN009,2023-06-21,01:10:00,2023-06-21,01:10:00,2023-06-22,00:55:00,Daily,00:15:00,65.0,10.05,
NRG-BN010,2023-06-21,04:00:00,2023-06-21,04:00:00,2023-06-22,03:59:00,Daily,00:01:00,63.0,23.81,
NRG-BN011,2023-06-20,23:30:00,2023-06-20,23:30:00,2023-06-21,23:24:57,Daily,00:05:03,62.0,128.11,
NRG-BN012,2023-06-21,07:50:00,2023-06-21,07:50:00,2023-06-22,07:45:00,Daily,00:05:00,51.0,11.06,
NRG-BR001,2023-06-20,01:30:00,2023-06-20,01:30:00,2023-06-27,01:25:00,Weekly,00:05:00,,,
NRG-BR002,2023-06-21,02:30:00,2023-06-21,02:30:00,2023-06-22,02:30:00,Daily,00:00:00,55.0,121.17,
NRG-BR003,2023-06-20,01:40:00,2023-06-20,01:40:00,2023-06-27,01:35:00,Weekly,00:05:00,,,
NRG-BR004,2023-06-21,05:10:00,2023-06-21,05:10:00,2023-06-22,05:10:00,Daily,00:00:00,88.0,2661.98,
NRG-BR005,2023-06-21,01:50:00,2023-06-21,01:50:00,2023-06-22,01:45:00,Daily,00:05:00,33.0,25.09,
NRG-BR007,2023-06-21,01:50:00,2023-06-21,01:50:00,2023-06-22,01:50:00,Daily,00:00:00,72.0,379.4,
NRG-CC003,2023-06-21,02:10:00,2023-06-21,02:10:00,2023-06-22,02:05:00,Daily,00:05:00,82.0,533.48,
NRG-CC004,2023-06-21,02:10:00,2023-06-21,02:10:00,2023-06-22,02:10:00,Daily,00:00:00,43.0,229.14,
NRG-CC005,2023-06-21,04:10:00,2023-06-21,04:10:00,2023-06-22,04:05:00,Daily,00:05:00,46.0,139.88,
NRG-CC007CD,2023-06-21,02:20:00,2023-06-21,02:20:00,2023-06-22,02:15:00,Daily,00:05:00,34.0,167.89,
NRG-CC008,2023-06-21,02:20:00,2023-06-21,02:20:00,2023-06-22,02:20:00,Daily,00:00:00,63.0,248.11,
NRG-CC009,2023-06-21,02:30:00,2023-06-21,02:30:00,2023-06-22,02:25:00,Daily,00:05:00,65.0,51.84,
NRG-CC010,2023-06-20,18:40:00,2023-06-20,18:40:00,2023-06-21,18:35:00,Daily,00:05:00,43.0,4.59,
NRG-DT001,2023-06-21,02:30:00,2023-06-21,02:30:00,2023-06-22,02:30:00,Daily,00:00:00,54.0,129.35,
NRG-GI002,2023-06-20,02:40:00,2023-06-20,02:40:00,2023-06-27,02:35:00,Weekly,00:05:00,,,
NRG-GI003,2023-06-21,02:40:00,2023-06-21,02:40:00,2023-06-22,02:40:00,Daily,00:00:00,48.0,155.62,
NRG-GI004,2023-06-21,02:50:00,2023-06-21,02:50:00,2023-06-22,02:50:00,Daily,00:00:00,56.0,412.15,
NRG-GI005,2023-06-17,03:00:00,2023-06-17,03:00:00,2023-06-24,02:55:00,Weekly,00:05:00,,,
NRG-GI006,2023-06-21,03:00:00,2023-06-21,03:00:00,2023-06-22,03:00:00,Daily,00:00:00,73.0,355.6,
NRG-GI007,2023-06-21,04:40:00,2023-06-21,04:40:00,2023-06-22,04:40:00,Daily,00:00:00,51.0,12.21,
NRG-GI008,2023-06-21,03:50:00,2023-06-21,03:50:00,2023-06-22,03:43:00,Daily,00:07:00,60.0,77.45,
NRG-GU002,2023-06-21,03:10:00,2023-06-21,03:10:00,2023-06-22,03:05:00,Daily,00:05:00,49.0,238.8,
NRG-GU003,2023-06-21,03:10:00,2023-06-21,03:10:00,2023-06-22,03:10:00,Daily,00:00:00,47.0,250.34,
NRG-GU005,2023-06-21,03:20:00,2023-06-21,03:20:00,2023-06-22,03:15:00,Daily,00:05:00,54.0,679.34,
NRG-GU006,2023-06-21,03:20:00,2023-06-21,03:20:00,2023-06-22,03:20:00,Daily,00:00:00,50.0,453.28,
NRG-GU007,2023-06-21,03:30:00,2023-06-21,03:30:00,2023-06-22,03:25:00,Daily,00:05:00,44.0,75.8,
NRG-GU008,2023-06-21,03:30:00,2023-06-21,03:30:00,2023-06-22,03:30:00,Daily,00:00:00,59.0,307.62,
NRG-GU009,2023-06-21,04:40:00,2023-06-21,04:40:00,2023-06-22,04:35:00,Daily,00:05:00,81.0,978.68,
NRG-GU010,2023-06-21,04:50:00,2023-06-21,04:50:00,2023-06-22,04:45:00,Daily,00:05:00,60.0,307.59,
NRG-GU011,2023-06-21,04:20:00,2023-06-21,04:20:00,2023-06-22,04:15:00,Daily,00:05:00,58.0,51.61,
NRG-GU012,2023-02-15,16:43:51,,,2023-02-15,16:51:56.963000,Daily,,,,
NRG-GU012,2023-06-21,07:50:00,,,2023-06-22,07:50:00,Daily,,,,
