Study ID,Last Run Date,Last Run Time,Last Successful Run Date,Last Successful Run Time,Next Run Date,Next Run Time,Occurrence,Estimated Execution Time,N: File Count,N: Total File Size (MB),Number of Stale Data Files Detected,Problem Detected
EAY191-N4,2024-05-05,00:40:00,2024-05-05,00:40:00,2024-05-06,00:30:00,Daily,00:10:00,68,64.64,0,
NRG-BN001,2024-05-05,01:00:00,2024-05-05,01:00:00,2024-05-06,01:00:00,Daily,00:00:00,61,1011.02,0,
NRG-BN002,2024-04-30,01:10:00,2024-04-30,01:10:00,2024-05-07,01:05:00,Weekly,00:05:00,0,,0,
NRG-BN003,2024-05-05,02:10:00,2024-05-05,02:10:00,2024-05-06,02:10:00,Daily,00:00:00,53,110.1,0,
NRG-BN005,2024-05-05,01:20:00,2024-05-05,01:20:00,2024-05-06,01:15:00,Daily,00:05:00,62,151.62,0,
NRG-BN007,2024-05-05,01:20:00,2024-05-05,01:20:00,2024-05-06,01:20:00,Daily,00:00:00,73,910.03,0,
NRG-BN009,2024-05-05,01:00:00,2024-05-05,01:00:00,2024-05-06,00:55:00,Daily,00:05:00,65,22.45,0,
NRG-BN010,2024-05-05,04:00:00,2024-05-05,04:00:00,2024-05-06,03:59:00,Daily,00:01:00,63,66.6,0,
NRG-BN011,2024-05-04,23:30:00,2024-05-04,23:30:00,2024-05-05,23:24:57,Daily,00:05:03,62,378.91,0,
NRG-BN012,2024-05-05,07:50:00,2024-05-05,07:50:00,2024-05-06,07:45:00,Daily,00:05:00,51,66.28,0,
NRG-BR001,2024-04-30,01:30:00,2024-04-30,01:30:00,2024-05-07,01:25:00,Weekly,00:05:00,0,,0,
NRG-BR002,2024-05-05,02:30:00,2024-05-05,02:30:00,2024-05-06,02:30:00,Daily,00:00:00,55,124.35,0,
NRG-BR003,2024-05-02,02:40:00,2024-05-02,02:40:00,2024-05-09,02:35:00,Weekly,00:05:00,0,,0,
NRG-BR004,2024-05-05,05:10:00,2024-05-05,05:10:00,2024-05-06,05:10:00,Daily,00:00:00,88,2699.11,0,
NRG-BR005,2024-05-05,01:50:00,2024-05-05,01:50:00,2024-05-06,01:45:00,Daily,00:05:00,35,27.31,0,
NRG-BR007,2024-05-05,01:50:00,2024-05-05,01:50:00,2024-05-06,01:50:00,Daily,00:00:00,76,562.38,0,
NRG-BR008,2024-05-04,23:20:00,2024-05-04,23:20:00,2024-05-05,23:20:00,Daily,00:00:00,70,13.69,0,
NRG-BR009,2024-05-05,00:10:00,2024-05-05,00:10:00,2024-05-06,00:10:00,Daily,00:00:00,62,16.47,0,
NRG-CC003,2024-05-05,02:10:00,2024-05-05,02:10:00,2024-05-06,02:05:00,Daily,00:05:00,82,547.11,0,
NRG-CC004,2024-05-05,02:10:00,2024-05-05,02:10:00,2024-05-06,02:10:00,Daily,00:00:00,43,229.14,0,
NRG-CC005,2024-05-04,21:50:00,2024-05-04,21:50:00,2024-05-05,21:44:52,Daily,00:05:08,54,306.8,0,
NRG-CC007CD,2024-05-05,02:20:00,2024-05-05,02:20:00,2024-05-06,02:15:00,Daily,00:05:00,34,185.33,0,
NRG-CC008,2024-05-05,02:20:00,2024-05-05,02:20:00,2024-05-06,02:20:00,Daily,00:00:00,63,415.47,0,
NRG-CC009,2024-05-05,02:30:00,2024-05-05,02:30:00,2024-05-06,02:25:00,Daily,00:05:00,65,90.87,0,
NRG-CC010,2024-05-04,18:40:00,2024-05-04,18:40:00,2024-05-05,18:35:00,Daily,00:05:00,43,35.59,0,
NRG-CC011,2024-05-05,01:50:00,2024-05-05,01:50:00,2024-05-06,01:44:00,Daily,00:06:00,45,3.57,0,
