Study ID,Last Run Date,Last Run Time,Last Successful Run Date,Last Successful Run Time,Next Run Date,Next Run Time,Occurrence,Estimated Execution Time,N: File Count,N: Total File Size (MB),Number of Stale Data Files Detected,Problem Detected
EAY191-N4,2024-03-18,00:30:00,2024-03-18,00:30:00,2024-03-19,00:30:00,Daily,00:00:00,68,50.54,0,
NRG-BN001,2024-03-18,01:00:00,2024-03-18,01:00:00,2024-03-19,01:00:00,Daily,00:00:00,61,1010.22,0,
NRG-BN002,2024-03-12,01:20:00,2024-03-12,01:20:00,2024-03-19,01:05:00,Weekly,00:15:00,0,,0,
NRG-BN003,2024-03-18,02:10:00,2024-03-18,02:10:00,2024-03-19,02:10:00,Daily,00:00:00,53,107.26,0,
NRG-BN005,2024-03-18,01:20:00,2024-03-18,01:20:00,2024-03-19,01:15:00,Daily,00:05:00,62,148.05,0,
NRG-BN007,2024-03-18,01:20:00,2024-03-18,01:20:00,2024-03-19,01:20:00,Daily,00:00:00,73,906.9,0,
NRG-BN009,2024-03-18,01:00:00,2024-03-18,01:00:00,2024-03-19,00:55:00,Daily,00:05:00,65,19.18,0,
NRG-BN010,2024-03-18,04:00:00,2024-03-18,04:00:00,2024-03-19,03:59:00,Daily,00:01:00,63,46.45,0,
NRG-BN011,2024-03-17,23:30:00,2024-03-17,23:30:00,2024-03-18,23:24:57,Daily,00:05:03,62,328.79,0,
NRG-BN012,2024-03-18,07:50:00,2024-03-18,07:50:00,2024-03-19,07:45:00,Daily,00:05:00,51,49.36,0,
NRG-BR001,2024-03-12,01:30:00,2024-03-12,01:30:00,2024-03-19,01:25:00,Weekly,00:05:00,0,,0,
NRG-BR002,2024-03-18,02:30:00,2024-03-18,02:30:00,2024-03-19,02:30:00,Daily,00:00:00,55,123.8,0,
NRG-BR003,2024-03-14,02:40:00,2024-03-14,02:40:00,2024-03-21,02:35:00,Weekly,00:05:00,0,,0,
NRG-BR004,2024-03-18,05:10:00,2024-03-18,05:10:00,2024-03-19,05:10:00,Daily,00:00:00,88,2692.21,0,
NRG-BR005,2024-03-18,01:50:00,2024-03-18,01:50:00,2024-03-19,01:45:00,Daily,00:05:00,35,27.31,0,
NRG-BR007,2024-03-18,01:50:00,2024-03-18,01:50:00,2024-03-19,01:50:00,Daily,00:00:00,72,531.13,0,
NRG-BR008,2024-03-17,23:20:00,2024-03-17,23:20:00,2024-03-18,23:20:00,Daily,00:00:00,70,10.09,0,
NRG-BR009,2024-03-18,00:10:00,2024-03-18,00:10:00,2024-03-19,00:10:00,Daily,00:00:00,62,10.15,0,
NRG-CC003,2024-03-18,02:10:00,2024-03-18,02:10:00,2024-03-19,02:05:00,Daily,00:05:00,82,544.58,0,
NRG-CC004,2024-03-18,02:10:00,2024-03-18,02:10:00,2024-03-19,02:10:00,Daily,00:00:00,43,229.14,0,
NRG-CC005,2024-03-18,04:10:00,2024-03-18,04:10:00,2024-03-19,04:05:00,Daily,00:05:00,46,269.36,0,
NRG-CC007CD,2024-03-18,02:20:00,2024-03-18,02:20:00,2024-03-19,02:15:00,Daily,00:05:00,34,183.53,0,
NRG-CC008,2024-03-18,02:20:00,2024-03-18,02:20:00,2024-03-19,02:20:00,Daily,00:00:00,63,394.9,0,
NRG-CC009,2024-03-18,02:30:00,2024-03-18,02:30:00,2024-03-19,02:25:00,Daily,00:05:00,65,82.82,0,
NRG-CC010,2024-03-17,18:40:00,2024-03-17,18:40:00,2024-03-18,18:35:00,Daily,00:05:00,43,27.65,0,
NRG-DT001,2024-03-18,02:30:00,2024-03-18,02:30:00,2024-03-19,02:30:00,Daily,00:00:00,54,132.39,0,
NRGF-001,2024-03-18,07:50:00,2024-03-18,07:50:00,2024-03-19,07:48:00,Daily,00:02:00,42,1.22,0,
NRG-GI002,2024-03-18,03:40:00,2024-03-18,03:40:00,2024-03-19,03:35:00,Daily,00:05:00,60,1700.23,0,
NRG-GI003,2024-03-18,02:40:00,2024-03-18,02:40:00,2024-03-19,02:40:00,Daily,00:00:00,48,191.19,0,
NRG-GI004,2024-03-18,02:50:00,2024-03-18,02:50:00,2024-03-19,02:50:00,Daily,00:00:00,56,450.19,0,
NRG-GI005,2024-03-16,03:00:00,2024-03-16,03:00:00,2024-03-23,02:55:00,Weekly,00:05:00,0,,0,
NRG-GI006,2024-03-18,03:00:00,2024-03-18,03:00:00,2024-03-19,03:00:00,Daily,00:00:00,73,465.6,0,
NRG-GI007,2024-03-18,04:40:00,2024-03-18,04:40:00,2024-03-19,04:40:00,Daily,00:00:00,51,26.99,0,
NRG-GI008,2024-03-18,03:50:00,2024-03-18,03:50:00,2024-03-19,03:43:00,Daily,00:07:00,61,205.59,0,
NRG-GU002,2024-03-18,03:10:00,2024-03-18,03:10:00,2024-03-19,03:05:00,Daily,00:05:00,49,251.48,0,
NRG-GU003,2024-03-18,03:10:00,2024-03-18,03:10:00,2024-03-19,03:10:00,Daily,00:00:00,47,261.36,0,
NRG-GU005,2024-03-18,03:20:00,2024-03-18,03:20:00,2024-03-19,03:15:00,Daily,00:05:00,54,744.06,0,
NRG-GU006,2024-03-18,03:20:00,2024-03-18,03:20:00,2024-03-19,03:20:00,Daily,00:00:00,50,472.68,0,
NRG-GU007,2024-03-18,03:30:00,2024-03-18,03:30:00,2024-03-19,03:25:00,Daily,00:05:00,44,91.84,0,
NRG-GU008,2024-03-18,03:30:00,2024-03-18,03:30:00,2024-03-19,03:30:00,Daily,00:00:00,59,453.32,0,
NRG-GU009,2024-03-18,04:40:00,2024-03-18,04:40:00,2024-03-19,04:35:00,Daily,00:05:00,81,2204.54,0,
NRG-GU010,2024-03-18,04:50:00,2024-03-18,04:50:00,2024-03-19,04:45:00,Daily,00:05:00,60,1012.95,0,
NRG-GU011,2024-03-18,04:20:00,2024-03-18,04:20:00,2024-03-19,04:15:00,Daily,00:05:00,58,159.99,0,
NRG-GU012,2023-02-15,16:43:51,,,2023-02-15,16:51:56.963000,Daily,,59,18.8,0,
NRG-GU012,2024-03-18,07:50:00,2024-03-18,07:50:00,2024-03-19,07:50:00,Daily,00:00:00,59,18.8,0,
NRG-GU013,2024-03-18,00:30:00,2024-03-18,00:30:00,2024-03-19,00:15:00,Daily,00:15:00,53,5.21,0,
NRG-GY003,2024-03-12,01:00:00,2024-03-12,01:00:00,2024-03-19,00:55:00,Weekly,00:05:00,0,,0,
NRG-GY004,2024-03-12,01:00:00,2024-03-12,01:00:00,2024-03-19,00:50:00,Weekly,00:10:00,0,,0,
