Study ID,Last Run Date,Last Run Time,Last Successful Run Date,Last Successful Run Time,Next Run Date,Next Run Time,Occurrence,Estimated Execution Time,N: File Count,N: Total File Size (MB),Number of Stale Data Files Detected,Problem Detected
EAY191-N4,2024-06-30,00:30:00,2024-06-30,00:30:00,2024-07-01,00:30:00,Daily,00:00:00,68,84.73,0,
NRG-BN001,2024-06-30,01:00:00,2024-06-30,01:00:00,2024-07-01,01:00:00,Daily,00:00:00,61,1011.54,0,
NRG-BN002,2024-06-25,01:20:00,2024-06-25,01:20:00,2024-07-02,01:05:00,Weekly,00:15:00,0,,0,
NRG-BN003,2024-06-30,02:10:00,2024-06-30,02:10:00,2024-07-01,02:10:00,Daily,00:00:00,53,111.8,0,
NRG-BN005,2024-06-30,01:20:00,2024-06-30,01:20:00,2024-07-01,01:15:00,Daily,00:05:00,62,154.28,0,
NRG-BN007,2024-06-30,01:20:00,2024-06-30,01:20:00,2024-07-01,01:20:00,Daily,00:00:00,73,911.2,0,
NRG-BN009,2024-06-30,01:00:00,2024-06-30,01:00:00,2024-07-01,00:55:00,Daily,00:05:00,65,24.19,0,
NRG-BN010,2024-06-30,04:00:00,2024-06-30,04:00:00,2024-07-01,03:59:00,Daily,00:01:00,63,92.21,0,
NRG-BN011,2024-06-29,23:30:00,2024-06-29,23:30:00,2024-06-30,23:24:57,Daily,00:05:03,62,443.57,0,
NRG-BN012,2024-06-30,07:50:00,2024-06-30,07:50:00,2024-07-01,07:45:00,Daily,00:05:00,51,79.92,0,
NRG-BR001,2024-06-25,01:30:00,2024-06-25,01:30:00,2024-07-02,01:25:00,Weekly,00:05:00,0,,0,
NRG-BR002,2024-06-30,02:30:00,2024-06-30,02:30:00,2024-07-01,02:30:00,Daily,00:00:00,55,125.05,0,
NRG-BR003,2024-06-27,01:40:00,2024-06-27,01:40:00,2024-07-04,01:35:00,Weekly,00:05:00,0,,0,
NRG-BR004,2024-06-30,05:10:00,2024-06-30,05:10:00,2024-07-01,05:10:00,Daily,00:00:00,88,2704.92,0,
NRG-BR005,2024-06-30,01:50:00,2024-06-30,01:50:00,2024-07-01,01:45:00,Daily,00:05:00,35,27.31,0,
NRG-BR007,2024-06-30,01:50:00,2024-06-30,01:50:00,2024-07-01,01:50:00,Daily,00:00:00,76,598.15,0,
NRG-BR008,2024-06-29,23:20:00,2024-06-29,23:20:00,2024-06-30,23:20:00,Daily,00:00:00,70,17.62,0,
NRG-BR009,2024-06-30,00:10:00,2024-06-30,00:10:00,2024-07-01,00:10:00,Daily,00:00:00,62,26.19,0,
NRG-CC003,2024-06-30,02:10:00,2024-06-30,02:10:00,2024-07-01,02:05:00,Daily,00:05:00,82,549.15,0,
NRG-CC004,2024-06-30,02:10:00,2024-06-30,02:10:00,2024-07-01,02:10:00,Daily,00:00:00,43,229.14,0,
NRG-CC005,2024-06-29,21:50:00,2024-06-29,21:50:00,2024-06-30,21:44:52,Daily,00:05:08,54,348.9,0,
NRG-CC007CD,2024-06-30,02:20:00,2024-06-30,02:20:00,2024-07-01,02:15:00,Daily,00:05:00,34,187.16,0,
NRG-CC008,2024-06-30,02:20:00,2024-06-30,02:20:00,2024-07-01,02:20:00,Daily,00:00:00,63,439.37,0,
NRG-CC009,2024-06-30,02:30:00,2024-06-30,02:30:00,2024-07-01,02:25:00,Daily,00:05:00,65,98.93,0,
NRG-CC010,2024-06-29,18:40:00,2024-06-29,18:40:00,2024-06-30,18:35:00,Daily,00:05:00,43,42.73,0,
NRG-CC011,2024-06-30,01:50:00,2024-06-30,01:50:00,2024-07-01,01:44:00,Daily,00:06:00,45,12.27,0,
NRG-DT001,2024-06-30,02:30:00,2024-06-30,02:30:00,2024-07-01,02:30:00,Daily,00:00:00,54,133.57,0,
NRGF-001,2024-06-30,07:50:00,2024-06-30,07:50:00,2024-07-01,07:48:00,Daily,00:02:00,42,1.95,0,
NRG-GI002,2024-06-30,03:40:00,2024-06-30,03:40:00,2024-07-01,03:35:00,Daily,00:05:00,60,1700.23,0,
NRG-GI003,2024-06-30,02:40:00,2024-06-30,02:40:00,2024-07-01,02:40:00,Daily,00:00:00,48,200.5,0,
NRG-GI004,2024-06-30,02:50:00,2024-06-30,02:50:00,2024-07-01,02:50:00,Daily,00:00:00,56,462.74,0,
NRG-GI005,2024-06-29,03:00:00,2024-06-29,03:00:00,2024-07-06,02:55:00,Weekly,00:05:00,0,,0,
NRG-GI006,2024-06-30,03:00:00,2024-06-30,03:00:00,2024-07-01,03:00:00,Daily,00:00:00,73,509.83,0,
NRG-GI007,2024-06-30,04:40:00,2024-06-30,04:40:00,2024-07-01,04:40:00,Daily,00:00:00,51,33.5,0,
NRG-GI008,2024-06-30,03:50:00,2024-06-30,03:50:00,2024-07-01,03:43:00,Daily,00:07:00,61,290.27,0,
NRG-GU002,2024-06-30,03:20:00,2024-06-30,03:20:00,2024-07-01,03:05:00,Daily,00:15:00,49,254.2,0,
NRG-GU003,2024-06-30,03:20:00,2024-06-30,03:20:00,2024-07-01,03:10:00,Daily,00:10:00,47,264.29,0,
NRG-GU005,2024-06-30,03:20:00,2024-06-30,03:20:00,2024-07-01,03:15:00,Daily,00:05:00,54,761.78,0,
NRG-GU006,2024-06-30,03:20:00,2024-06-30,03:20:00,2024-07-01,03:20:00,Daily,00:00:00,50,477.57,0,
NRG-GU007,2024-06-30,03:30:00,2024-06-30,03:30:00,2024-07-01,03:25:00,Daily,00:05:00,44,99.04,0,
NRG-GU008,2024-06-30,03:30:00,2024-06-30,03:30:00,2024-07-01,03:30:00,Daily,00:00:00,59,574.61,0,
NRG-GU009,2024-06-30,04:40:00,2024-06-30,04:40:00,2024-07-01,04:35:00,Daily,00:05:00,81,2865.3,0,
NRG-GU010,2024-06-30,04:50:00,2024-06-30,04:50:00,2024-07-01,04:45:00,Daily,00:05:00,60,1392.84,0,
NRG-GU011,2024-06-30,04:20:00,2024-06-30,04:20:00,2024-07-01,04:15:00,Daily,00:05:00,58,221.67,0,
NRG-GU012,2023-02-15,16:43:51,,,2023-02-15,16:51:56.963000,Daily,,59,41.38,0,
NRG-GU012,2024-06-30,07:50:00,2024-06-30,07:50:00,2024-07-01,07:50:00,Daily,00:00:00,59,41.38,0,
NRG-GU013,2024-06-30,00:30:00,2024-06-30,00:30:00,2024-07-01,00:15:00,Daily,00:15:00,53,22.7,0,
NRG-GY003,2024-06-25,01:20:00,2024-06-25,01:20:00,2024-07-02,00:55:00,Weekly,00:25:00,0,,0,
NRG-GY004,2024-06-25,00:50:00,2024-06-25,00:50:00,2024-07-02,00:50:00,Weekly,00:00:00,0,,0,
NRG-GY005,2024-06-30,00:50:00,2024-06-30,00:50:00,2024-07-01,00:45:00,Daily,00:05:00,67,3185.99,0,
NRG-GY006,2024-06-30,01:40:00,2024-06-30,01:40:00,2024-07-01,01:40:00,Daily,00:00:00,73,1856.06,0,
NRG-GY007,2024-06-30,00:50:00,2024-06-30,00:50:00,2024-07-01,00:35:00,Daily,00:15:00,83,1074.96,0,
NRG-GY009,2024-06-30,00:30:00,2024-06-30,00:30:00,2024-07-01,00:30:00,Daily,00:00:00,77,2969.3,0,
NRG-GY012,2024-06-30,00:30:00,2024-06-30,00:30:00,2024-07-01,00:25:00,Daily,00:05:00,68,1614.74,0,
NRG-GY014,2024-06-30,00:30:00,2024-06-30,00:30:00,2024-07-01,00:20:00,Daily,00:10:00,60,268.32,0,
NRG-GY016,2024-06-30,00:30:00,2024-06-30,00:30:00,2024-07-01,00:15:00,Daily,00:15:00,61,107.2,0,
NRG-GY017,2024-06-30,00:10:00,2024-06-30,00:10:00,2024-07-01,00:10:00,Daily,00:00:00,71,208.2,0,
NRG-GY018,2024-06-30,00:10:00,2024-06-30,00:10:00,2024-07-01,00:05:00,Daily,00:05:00,85,19321.76,0,
NRG-GY019,2024-06-30,00:00:00,2024-06-30,00:00:00,2024-07-01,00:00:00,Daily,00:00:00,58,3142.19,0,
NRG-GY020,2024-06-30,00:30:00,2024-06-30,00:30:00,2024-07-01,00:30:00,Daily,00:00:00,67,520.97,0,
NRG-GY021,2024-06-29,23:50:00,2024-06-29,23:50:00,2024-06-30,23:50:00,Daily,00:00:00,64,333.31,0,
NRG-GY022,2024-06-29,23:50:00,2024-06-29,23:50:00,2024-06-30,23:45:00,Daily,00:05:00,32,131.36,0,
NRG-GY023,2024-06-29,23:40:00,2024-06-29,23:40:00,2024-06-30,23:40:00,Daily,00:00:00,68,417.2,0,
NRG-GY024,2024-06-29,23:30:00,2024-06-29,23:30:00,2024-06-30,23:30:00,Daily,00:00:00,13,0.98,0,
NRG-GY025,2024-06-29,23:40:00,2024-06-29,23:40:00,2024-06-30,23:35:00,Daily,00:05:00,64,81.76,0,
NRG-GY026,2024-06-30,01:40:00,2024-06-30,01:40:00,2024-07-01,01:37:00,Daily,00:03:00,72,552.68,0,
NRG-GY027,2024-06-29,23:30:00,2024-06-29,23:30:00,2024-06-30,23:25:00,Daily,00:05:00,71,50.26,0,
NRG-GY028,2024-06-30,03:20:00,2024-06-30,03:20:00,2024-07-01,03:15:00,Daily,00:05:00,64,26.57,0,
NRG-GY031,2024-06-30,00:30:00,2024-06-30,00:30:00,2024-07-01,00:20:00,Daily,00:10:00,68,21.96,0,
NRG-GY033,2024-06-30,00:50:00,2024-06-30,00:50:00,2024-07-01,00:32:00,Daily,00:18:00,59,17.8,0,
NRG-HN001,2024-06-30,05:00:00,2024-06-30,05:00:00,2024-07-01,05:00:00,Daily,00:00:00,71,2675.11,0,
NRG-HN002,2024-06-28,06:10:00,2024-06-28,06:10:00,2024-07-05,06:05:00,Weekly,00:05:00,0,,0,
NRG-HN003,2024-06-25,05:10:00,2024-06-25,05:10:00,2024-07-02,05:10:00,Weekly,00:00:00,0,,0,
NRG-HN004,2024-06-30,05:20:00,2024-06-30,05:20:00,2024-07-01,05:15:00,Daily,00:05:00,74,1469.62,0,
NRG-HN005,2024-06-30,05:20:00,2024-06-30,05:20:00,2024-07-01,05:20:00,Daily,00:00:00,72,1610.3,0,
NRG-HN006,2024-06-30,06:30:00,2024-06-30,06:30:00,2024-07-01,06:25:00,Daily,00:05:00,77,282.68,0,
NRG-HN007,2024-06-30,05:30:00,2024-06-30,05:30:00,2024-07-01,05:30:00,Daily,00:00:00,53,72.84,0,
NRG-HN008,2024-06-30,04:50:00,2024-06-30,04:50:00,2024-07-01,04:50:00,Daily,00:00:00,53,52.08,0,
NRG-HN009,2024-06-30,05:00:00,2024-06-30,05:00:00,2024-07-01,04:55:00,Daily,00:05:00,55,975.78,0,
NRG-HN010,2024-06-30,07:00:00,2024-06-30,07:00:00,2024-07-01,06:55:00,Daily,00:05:00,42,24.94,0,
NRG-LU001,2024-06-25,05:40:00,2024-06-25,05:40:00,2024-07-02,05:35:00,Weekly,00:05:00,0,,0,
NRG-LU002,2024-06-29,15:30:00,2024-06-29,15:30:00,2024-06-30,15:30:12,Daily,00:00:12,64,830.03,0,
NRG-LU003,2024-06-25,05:50:00,2024-06-25,05:50:00,2024-07-02,05:45:00,Weekly,00:05:00,0,,0,
NRG-LU004,2024-06-30,05:50:00,2024-06-30,05:50:00,2024-07-01,05:50:00,Daily,00:00:00,46,137.02,0,
NRG-LU005,2024-06-29,18:50:00,2024-06-29,18:50:00,2024-06-30,18:42:26,Daily,00:07:34,94,4453.76,0,
NRG-LU006,2024-06-30,06:00:00,2024-06-30,06:00:00,2024-07-01,06:00:00,Daily,00:00:00,56,33.14,0,
NRG-LU007,2024-06-30,06:10:00,2024-06-30,06:10:00,2024-07-01,06:05:00,Daily,00:05:00,53,277.08,0,
NRG-LU008,2024-06-29,15:50:00,2024-06-29,15:50:00,2024-06-30,15:48:00,Daily,00:02:00,67,110.8,0,
NSABP-B-55,2024-06-30,02:00:00,2024-04-22,02:00:00,2024-07-01,01:57:00,Daily,00:03:00,0,,0,[A] [G] Zip file creation process failed
RTOG-0534,2024-06-30,02:00:00,2024-06-30,02:00:00,2024-07-01,02:00:00,Daily,00:00:00,21,84.13,0,
RTOG-0724,2024-06-30,02:10:00,2024-06-30,02:10:00,2024-07-01,02:03:00,Daily,00:07:00,22,10.88,0,
RTOG-0815,2024-06-30,02:10:00,2024-06-30,02:10:00,2024-07-01,02:05:00,Daily,00:05:00,21,63.56,0,
RTOG-0848,2024-06-30,02:10:00,2024-06-30,02:10:00,2024-07-01,02:07:00,Daily,00:03:00,21,8.73,0,
RTOG-0920,2024-06-30,02:10:00,2024-06-30,02:10:00,2024-07-01,02:09:00,Daily,00:01:00,23,54.29,0,
RTOG-0924,2024-06-30,02:20:00,2024-06-30,02:20:00,2024-07-01,02:11:00,Daily,00:09:00,22,157.21,0,
RTOG-1005,2024-06-30,02:20:00,2024-06-30,02:20:00,2024-07-01,02:15:00,Daily,00:05:00,21,110.79,0,
RTOG-1008,2024-06-30,02:20:00,2024-06-30,02:20:00,2024-07-01,02:13:00,Daily,00:07:00,23,36.27,0,
RTOG-1016,2024-06-30,02:20:00,2024-06-30,02:20:00,2024-07-01,02:17:00,Daily,00:03:00,20,57.77,0,
RTOG-1112,2024-06-30,06:10:00,2024-06-30,06:10:00,2024-07-01,06:10:00,Daily,00:00:00,52,620.38,0,
RTOG-1115,2024-06-25,06:20:00,2024-06-25,06:20:00,2024-07-02,06:15:00,Weekly,00:05:00,0,,0,
RTOG-1216,2024-06-30,06:20:00,2024-06-30,06:20:00,2024-07-01,06:20:00,Daily,00:00:00,77,1458.78,0,
RTOG-1308,2024-06-30,06:30:00,2024-06-30,06:30:00,2024-07-01,06:25:00,Daily,00:05:00,86,955.37,0,
S1418-E-01,2024-06-30,06:30:00,2024-06-30,06:30:00,2024-07-01,06:30:00,Daily,00:00:00,21,343.21,0,
S1914-E-01,2024-06-30,06:40:00,2024-06-30,06:40:00,2024-07-01,06:35:00,Daily,00:05:00,15,59.87,0,
