Study ID,Last Run Date,Last Run Time,Last Successful Run Date,Last Successful Run Time,Next Run Date,Next Run Time,Occurrence,Estimated Execution Time,N: File Count,N: Total File Size (MB),Number of Stale Data Files Detected,Problem Detected
EAY191-N4,2024-05-10,00:30:00,2024-05-10,00:30:00,2024-05-11,00:30:00,Daily,00:00:00,68,65.26,0,
NRG-BN001,2024-05-10,01:00:00,2024-05-10,01:00:00,2024-05-11,01:00:00,Daily,00:00:00,61,1011.05,0,
NRG-BN002,2024-05-07,01:20:00,2024-05-07,01:20:00,2024-05-14,01:05:00,Weekly,00:15:00,0,,0,
NRG-BN003,2024-05-10,02:10:00,2024-05-10,02:10:00,2024-05-11,02:10:00,Daily,00:00:00,53,110.11,0,
NRG-BN005,2024-05-10,01:20:00,2024-05-10,01:20:00,2024-05-11,01:15:00,Daily,00:05:00,62,151.69,0,
NRG-BN007,2024-05-10,01:20:00,2024-05-10,01:20:00,2024-05-11,01:20:00,Daily,00:00:00,73,910.07,0,
NRG-BN009,2024-05-10,01:00:00,2024-05-10,01:00:00,2024-05-11,00:55:00,Daily,00:05:00,65,22.5,0,
NRG-BN010,2024-05-10,04:00:00,2024-05-10,04:00:00,2024-05-11,03:59:00,Daily,00:01:00,63,69.04,0,
NRG-BN011,2024-05-09,23:30:00,2024-05-09,23:30:00,2024-05-10,23:24:57,Daily,00:05:03,62,383.25,0,
NRG-BN012,2024-05-10,07:50:00,2024-05-10,07:50:00,2024-05-11,07:45:00,Daily,00:05:00,51,68.37,0,
NRG-BR001,2024-05-07,01:30:00,2024-05-07,01:30:00,2024-05-14,01:25:00,Weekly,00:05:00,0,,0,
NRG-BR002,2024-05-10,02:30:00,2024-05-10,02:30:00,2024-05-11,02:30:00,Daily,00:00:00,55,124.69,0,
NRG-BR003,2024-05-09,01:40:00,2024-05-09,01:40:00,2024-05-16,01:35:00,Weekly,00:05:00,0,,0,
NRG-BR004,2024-05-10,05:10:00,2024-05-10,05:10:00,2024-05-11,05:10:00,Daily,00:00:00,88,2699.41,0,
NRG-BR005,2024-05-10,01:50:00,2024-05-10,01:50:00,2024-05-11,01:45:00,Daily,00:05:00,35,27.31,0,
NRG-BR007,2024-05-10,01:50:00,2024-05-10,01:50:00,2024-05-11,01:50:00,Daily,00:00:00,76,566.82,0,
NRG-BR008,2024-05-09,23:20:00,2024-05-09,23:20:00,2024-05-10,23:20:00,Daily,00:00:00,70,13.89,0,
NRG-BR009,2024-05-10,00:10:00,2024-05-10,00:10:00,2024-05-11,00:10:00,Daily,00:00:00,62,17.1,0,
NRG-CC003,2024-05-10,02:10:00,2024-05-10,02:10:00,2024-05-11,02:05:00,Daily,00:05:00,82,547.23,0,
NRG-CC004,2024-05-10,02:10:00,2024-05-10,02:10:00,2024-05-11,02:10:00,Daily,00:00:00,43,229.14,0,
NRG-CC005,2024-05-09,21:50:00,2024-05-09,21:50:00,2024-05-10,21:44:52,Daily,00:05:08,54,311.74,0,
NRG-CC007CD,2024-05-10,02:20:00,2024-05-10,02:20:00,2024-05-11,02:15:00,Daily,00:05:00,34,185.4,0,
NRG-CC008,2024-05-10,02:20:00,2024-05-10,02:20:00,2024-05-11,02:20:00,Daily,00:00:00,63,416.74,0,
NRG-CC009,2024-05-10,02:30:00,2024-05-10,02:30:00,2024-05-11,02:25:00,Daily,00:05:00,65,91.73,0,
NRG-CC010,2024-05-09,18:40:00,2024-05-09,18:40:00,2024-05-10,18:35:00,Daily,00:05:00,43,36.2,0,
NRG-CC011,2024-05-10,01:50:00,2024-05-10,01:50:00,2024-05-11,01:44:00,Daily,00:06:00,45,4.33,0,
NRG-DT001,2024-05-10,02:30:00,2024-05-10,02:30:00,2024-05-11,02:30:00,Daily,00:00:00,54,133.56,0,
NRGF-001,2024-05-10,07:50:00,2024-05-10,07:50:00,2024-05-11,07:48:00,Daily,00:02:00,42,1.4,0,
NRG-GI002,2024-05-10,03:40:00,2024-05-10,03:40:00,2024-05-11,03:35:00,Daily,00:05:00,60,1700.23,0,
NRG-GI003,2024-05-10,02:40:00,2024-05-10,02:40:00,2024-05-11,02:40:00,Daily,00:00:00,48,197.95,0,
NRG-GI004,2024-05-10,02:50:00,2024-05-10,02:50:00,2024-05-11,02:50:00,Daily,00:00:00,56,455.55,0,
NRG-GI005,2024-05-04,03:00:00,2024-05-04,03:00:00,2024-05-11,02:55:00,Weekly,00:05:00,0,,0,
NRG-GI006,2024-05-10,03:00:00,2024-05-10,03:00:00,2024-05-11,03:00:00,Daily,00:00:00,73,488.74,0,
NRG-GI007,2024-05-10,04:40:00,2024-05-10,04:40:00,2024-05-11,04:40:00,Daily,00:00:00,51,31.45,0,
NRG-GI008,2024-05-10,03:50:00,2024-05-10,03:50:00,2024-05-11,03:43:00,Daily,00:07:00,61,248.89,0,
NRG-GU002,2024-05-10,03:20:00,2024-05-10,03:20:00,2024-05-11,03:05:00,Daily,00:15:00,49,253.02,0,
NRG-GU003,2024-05-10,03:20:00,2024-05-10,03:20:00,2024-05-11,03:10:00,Daily,00:10:00,47,263.29,0,
NRG-GU005,2024-05-10,03:20:00,2024-05-10,03:20:00,2024-05-11,03:15:00,Daily,00:05:00,54,753.99,0,
NRG-GU006,2024-05-10,03:20:00,2024-05-10,03:20:00,2024-05-11,03:20:00,Daily,00:00:00,50,475.55,0,
NRG-GU007,2024-05-10,03:30:00,2024-05-10,03:30:00,2024-05-11,03:25:00,Daily,00:05:00,44,95.8,0,
NRG-GU008,2024-05-10,03:30:00,2024-05-10,03:30:00,2024-05-11,03:30:00,Daily,00:00:00,59,501.19,0,
NRG-GU009,2024-05-10,04:40:00,2024-05-10,04:40:00,2024-05-11,04:35:00,Daily,00:05:00,81,2553.79,0,
NRG-GU010,2024-05-10,04:50:00,2024-05-10,04:50:00,2024-05-11,04:45:00,Daily,00:05:00,60,1223.01,0,
NRG-GU011,2024-05-10,04:20:00,2024-05-10,04:20:00,2024-05-11,04:15:00,Daily,00:05:00,58,198.37,0,
NRG-GU012,2023-02-15,16:43:51,,,2023-02-15,16:51:56.963000,Daily,,59,27.99,0,
NRG-GU012,2024-05-10,07:50:00,2024-05-10,07:50:00,2024-05-11,07:50:00,Daily,00:00:00,59,27.99,0,
NRG-GU013,2024-05-10,00:30:00,2024-05-10,00:30:00,2024-05-11,00:15:00,Daily,00:15:00,53,11.78,0,
NRG-GY003,2024-05-07,01:00:00,2024-05-07,01:00:00,2024-05-14,00:55:00,Weekly,00:05:00,0,,0,
NRG-GY004,2024-05-07,01:00:00,2024-05-07,01:00:00,2024-05-14,00:50:00,Weekly,00:10:00,0,,0,
NRG-GY005,2024-05-10,00:50:00,2024-05-10,00:50:00,2024-05-11,00:45:00,Daily,00:05:00,67,3184.65,0,
NRG-GY006,2024-05-10,01:40:00,2024-05-10,01:40:00,2024-05-11,01:40:00,Daily,00:00:00,73,1852.43,0,
NRG-GY007,2024-05-10,00:50:00,2024-05-10,00:50:00,2024-05-11,00:35:00,Daily,00:15:00,83,1072.91,0,
NRG-GY009,2024-05-10,00:30:00,2024-05-10,00:30:00,2024-05-11,00:30:00,Daily,00:00:00,77,2965.09,0,
NRG-GY012,2024-05-10,00:30:00,2024-05-10,00:30:00,2024-05-11,00:25:00,Daily,00:05:00,68,1600.34,0,
NRG-GY014,2024-05-10,00:30:00,2024-05-10,00:30:00,2024-05-11,00:20:00,Daily,00:10:00,60,267.98,0,
NRG-GY016,2024-05-10,00:30:00,2024-05-10,00:30:00,2024-05-11,00:15:00,Daily,00:15:00,61,107.19,0,
NRG-GY017,2024-05-10,00:10:00,2024-05-10,00:10:00,2024-05-11,00:10:00,Daily,00:00:00,71,208.2,0,
NRG-GY018,2024-05-10,00:10:00,2024-05-10,00:10:00,2024-05-11,00:05:00,Daily,00:05:00,85,19090.84,0,
NRG-GY019,2024-05-10,00:00:00,2024-05-10,00:00:00,2024-05-11,00:00:00,Daily,00:00:00,58,2944.18,0,
NRG-GY020,2024-05-10,00:30:00,2024-05-10,00:30:00,2024-05-11,00:30:00,Daily,00:00:00,67,519.47,0,
NRG-GY021,2024-05-09,23:50:00,2024-05-09,23:50:00,2024-05-10,23:50:00,Daily,00:00:00,64,333.05,0,
NRG-GY022,2024-05-09,23:50:00,2024-05-09,23:50:00,2024-05-10,23:45:00,Daily,00:05:00,32,128.49,0,
NRG-GY023,2024-05-09,23:40:00,2024-05-09,23:40:00,2024-05-10,23:40:00,Daily,00:00:00,68,415.1,0,
NRG-GY024,2024-05-09,23:30:00,2024-05-09,23:30:00,2024-05-10,23:30:00,Daily,00:00:00,13,0.91,0,
NRG-GY025,2024-05-09,23:40:00,2024-05-09,23:40:00,2024-05-10,23:35:00,Daily,00:05:00,64,71.11,0,
NRG-GY026,2024-05-10,01:40:00,2024-05-10,01:40:00,2024-05-11,01:37:00,Daily,00:03:00,72,469.68,0,
NRG-GY027,2024-05-09,23:30:00,2024-05-09,23:30:00,2024-05-10,23:25:00,Daily,00:05:00,68,43.42,0,
NRG-GY028,2024-05-10,03:20:00,2024-05-10,03:20:00,2024-05-11,03:15:00,Daily,00:05:00,64,20.49,0,
NRG-GY031,2024-05-10,00:30:00,2024-05-10,00:30:00,2024-05-11,00:20:00,Daily,00:10:00,68,18.34,0,
NRG-GY033,2024-05-10,00:50:00,2024-05-10,00:50:00,2024-05-11,00:32:00,Daily,00:18:00,59,11.44,0,
NRG-HN001,2024-05-10,05:00:00,2024-05-10,05:00:00,2024-05-11,05:00:00,Daily,00:00:00,71,2661.29,0,
NRG-HN002,2024-05-10,06:10:00,2024-05-10,06:10:00,2024-05-17,06:05:00,Weekly,00:05:00,68,1408.96,0,
NRG-HN003,2024-05-07,05:10:00,2024-05-07,05:10:00,2024-05-14,05:10:00,Weekly,00:00:00,0,,0,
NRG-HN004,2024-05-10,05:20:00,2024-05-10,05:20:00,2024-05-11,05:15:00,Daily,00:05:00,74,1467.12,0,
NRG-HN005,2024-05-10,05:20:00,2024-05-10,05:20:00,2024-05-11,05:20:00,Daily,00:00:00,72,1592.14,0,
