Study ID,Last Run Date,Last Run Time,Last Successful Run Date,Last Successful Run Time,Next Run Date,Next Run Time,Occurrence,Estimated Execution Time,N: File Count,N: Total File Size (MB),Problem Detected
EAY191-N4,2023-06-13,00:30:00,2023-06-13,00:30:00,2023-06-14,00:30:00,Daily,00:00:00,68.0,1.8,
NRG-BN001,2023-06-13,01:10:00,2023-06-13,01:10:00,2023-06-14,01:00:00,Daily,00:10:00,61.0,1003.68,
NRG-BN002,2023-06-13,01:10:00,2023-06-13,01:10:00,2023-06-20,01:05:00,Weekly,00:05:00,49.0,100.96,
NRG-BN003,2023-06-13,01:10:00,2023-06-13,01:10:00,2023-06-14,01:10:00,Daily,00:00:00,51.0,89.99,
NRG-BN005,2023-06-13,01:20:00,2023-06-13,01:20:00,2023-06-14,01:15:00,Daily,00:05:00,62.0,115.39,
NRG-BN007,2023-06-13,01:20:00,2023-06-13,01:20:00,2023-06-14,01:20:00,Daily,00:00:00,73.0,881.42,
NRG-BN009,2023-06-13,01:10:00,2023-06-13,01:10:00,2023-06-14,00:55:00,Daily,00:15:00,65.0,10.05,
NRG-BN010,2023-06-13,04:00:00,2023-06-13,04:00:00,2023-06-14,03:59:00,Daily,00:01:00,63.0,22.91,
NRG-BN011,2023-06-12,23:30:00,2023-06-12,23:30:00,2023-06-13,23:24:57,Daily,00:05:03,62.0,124.42,
NRG-BN012,2023-06-13,07:50:00,2023-06-13,07:50:00,2023-06-14,07:45:00,Daily,00:05:00,51.0,10.41,
NRG-BR001,2023-06-13,01:30:00,2023-06-13,01:30:00,2023-06-20,01:25:00,Weekly,00:05:00,45.0,110.77,
NRG-BR002,2023-06-13,02:30:00,2023-06-13,02:30:00,2023-06-14,02:30:00,Daily,00:00:00,55.0,121.09,
NRG-BR003,2023-06-13,01:40:00,2023-06-13,01:40:00,2023-06-20,01:35:00,Weekly,00:05:00,44.0,2614.86,
NRG-BR004,2023-06-13,05:10:00,2023-06-13,05:10:00,2023-06-14,05:10:00,Daily,00:00:00,88.0,2661.34,
NRG-BR005,2023-06-13,01:50:00,2023-06-13,01:50:00,2023-06-14,01:45:00,Daily,00:05:00,33.0,25.09,
NRG-BR007,2023-06-13,01:50:00,2023-06-13,01:50:00,2023-06-14,01:50:00,Daily,00:00:00,72.0,374.81,
NRG-CC003,2023-06-13,02:20:00,2023-06-13,02:20:00,2023-06-14,02:05:00,Daily,00:15:00,82.0,532.3,
NRG-CC004,2023-06-13,02:20:00,2023-06-13,02:20:00,2023-06-14,02:10:00,Daily,00:10:00,43.0,229.14,
NRG-CC005,2023-06-13,04:10:00,2023-06-13,04:10:00,2023-06-14,04:05:00,Daily,00:05:00,46.0,135.57,
NRG-CC007CD,2023-06-13,02:20:00,2023-06-13,02:20:00,2023-06-14,02:15:00,Daily,00:05:00,34.0,166.74,
NRG-CC008,2023-06-13,02:20:00,2023-06-13,02:20:00,2023-06-14,02:20:00,Daily,00:00:00,63.0,245.21,
NRG-CC009,2023-06-13,02:30:00,2023-06-13,02:30:00,2023-06-14,02:25:00,Daily,00:05:00,65.0,51.53,
NRG-CC010,2023-06-12,18:40:00,2023-06-12,18:40:00,2023-06-13,18:35:00,Daily,00:05:00,43.0,4.48,
NRG-DT001,2023-06-13,02:30:00,2023-06-13,02:30:00,2023-06-14,02:30:00,Daily,00:00:00,54.0,127.75,
NRG-GI002,2023-06-13,02:40:00,2023-06-13,02:40:00,2023-06-20,02:35:00,Weekly,00:05:00,59.0,1697.13,
NRG-GI003,2023-06-13,02:40:00,2023-06-13,02:40:00,2023-06-14,02:40:00,Daily,00:00:00,48.0,154.73,
NRG-GI004,2023-06-13,02:50:00,2023-06-13,02:50:00,2023-06-14,02:50:00,Daily,00:00:00,56.0,411.99,
NRG-GI005,2023-06-10,03:00:00,2023-06-10,03:00:00,2023-06-17,02:55:00,Weekly,00:05:00,,,
NRG-GI006,2023-06-13,03:00:00,2023-06-13,03:00:00,2023-06-14,03:00:00,Daily,00:00:00,73.0,351.95,
NRG-GI007,2023-06-13,04:40:00,2023-06-13,04:40:00,2023-06-14,04:40:00,Daily,00:00:00,51.0,12.21,
NRG-GI008,2023-06-13,03:50:00,2023-06-13,03:50:00,2023-06-14,03:43:00,Daily,00:07:00,60.0,73.68,
NRG-GU002,2023-06-13,03:10:00,2023-06-13,03:10:00,2023-06-14,03:05:00,Daily,00:05:00,49.0,238.73,
NRG-GU003,2023-06-13,03:10:00,2023-06-13,03:10:00,2023-06-14,03:10:00,Daily,00:00:00,47.0,249.63,
NRG-GU005,2023-06-13,03:20:00,2023-06-13,03:20:00,2023-06-14,03:15:00,Daily,00:05:00,54.0,677.15,
NRG-GU006,2023-06-13,03:20:00,2023-06-13,03:20:00,2023-06-14,03:20:00,Daily,00:00:00,50.0,451.78,
NRG-GU007,2023-06-13,03:30:00,2023-06-13,03:30:00,2023-06-14,03:25:00,Daily,00:05:00,44.0,74.95,
NRG-GU008,2023-06-13,03:30:00,2023-06-13,03:30:00,2023-06-14,03:30:00,Daily,00:00:00,59.0,302.72,
NRG-GU009,2023-06-13,04:40:00,2023-06-13,04:40:00,2023-06-14,04:35:00,Daily,00:05:00,81.0,952.37,
NRG-GU010,2023-06-13,04:50:00,2023-06-13,04:50:00,2023-06-14,04:45:00,Daily,00:05:00,60.0,293.66,
NRG-GU011,2023-06-13,04:20:00,2023-06-13,04:20:00,2023-06-14,04:15:00,Daily,00:05:00,58.0,51.54,
NRG-GU012,2023-02-15,16:43:51,,,2023-02-15,16:51:56.963000,Daily,,,,
NRG-GU012,2023-06-13,07:50:00,,,2023-06-14,07:50:00,Daily,,,,
NRG-GY003,2023-06-13,01:10:00,2023-06-13,01:10:00,2023-06-20,00:55:00,Weekly,00:15:00,49.0,492.17,
NRG-GY004,2023-06-13,00:50:00,2023-06-13,00:50:00,2023-06-20,00:50:00,Weekly,00:00:00,69.0,4970.45,
NRG-GY005,2023-06-13,00:50:00,2023-06-13,00:50:00,2023-06-14,00:45:00,Daily,00:05:00,67.0,3172.98,
NRG-GY006,2023-06-13,00:50:00,2023-06-13,00:50:00,2023-06-14,00:40:00,Daily,00:10:00,71.0,1797.39,
NRG-GY007,2023-06-13,00:50:00,2023-06-13,00:50:00,2023-06-14,00:35:00,Daily,00:15:00,83.0,1064.03,
NRG-GY009,2023-06-13,00:30:00,2023-06-13,00:30:00,2023-06-14,00:30:00,Daily,00:00:00,77.0,2929.21,
NRG-GY012,2023-06-13,00:30:00,2023-06-13,00:30:00,2023-06-14,00:25:00,Daily,00:05:00,68.0,1243.48,
NRG-GY014,2023-06-13,00:30:00,2023-06-13,00:30:00,2023-06-14,00:20:00,Daily,00:10:00,60.0,259.17,
NRG-GY016,2023-06-13,00:30:00,2023-06-13,00:30:00,2023-06-14,00:15:00,Daily,00:15:00,61.0,106.31,
NRG-GY017,2023-06-13,00:10:00,2023-06-13,00:10:00,2023-06-14,00:10:00,Daily,00:00:00,71.0,208.2,
NRG-GY018,2023-06-13,00:10:00,2023-06-13,00:10:00,2023-06-14,00:05:00,Daily,00:05:00,84.0,16282.88,
NRG-GY019,2023-06-13,00:00:00,2023-06-13,00:00:00,2023-06-14,00:00:00,Daily,00:00:00,58.0,1887.97,
NRG-GY020,2023-06-13,00:30:00,2023-06-13,00:30:00,2023-06-14,00:30:00,Daily,00:00:00,67.0,480.08,
NRG-GY021,2023-06-12,23:50:00,2023-06-12,23:50:00,2023-06-13,23:50:00,Daily,00:00:00,64.0,331.82,
NRG-GY022,2023-06-12,23:50:00,2023-06-12,23:50:00,2023-06-13,23:45:00,Daily,00:05:00,32.0,113.64,
NRG-GY023,2023-06-12,23:40:00,2023-06-12,23:40:00,2023-06-13,23:40:00,Daily,00:00:00,66.0,377.06,
NRG-GY024,2023-06-12,23:30:00,2023-06-12,23:30:00,2023-06-13,23:30:00,Daily,00:00:00,13.0,0.51,
NRG-GY025,2023-06-12,23:40:00,2023-06-12,23:40:00,2023-06-13,23:35:00,Daily,00:05:00,64.0,22.19,
NRG-GY026,2023-06-13,01:40:00,2023-06-13,01:40:00,2023-06-14,01:37:00,Daily,00:03:00,72.0,69.11,
NRG-GY027,2023-06-12,23:30:00,2023-06-12,23:30:00,2023-06-13,23:25:00,Daily,00:05:00,68.0,18.44,
NRG-GY028,2023-06-13,03:20:00,2023-06-13,03:20:00,2023-06-14,03:15:00,Daily,00:05:00,64.0,3.55,
NRG-HN001,2023-06-13,05:00:00,2023-06-13,05:00:00,2023-06-14,05:00:00,Daily,00:00:00,71.0,2506.54,
NRG-HN002,2023-06-09,06:10:00,2023-06-09,06:10:00,2023-06-16,06:05:00,Weekly,00:05:00,,,
NRG-HN003,2023-06-13,05:10:00,2023-06-13,05:10:00,2023-06-20,05:10:00,Weekly,00:00:00,45.0,187.98,
NRG-HN004,2023-06-13,05:20:00,2023-06-13,05:20:00,2023-06-14,05:15:00,Daily,00:05:00,74.0,1444.89,
NRG-HN005,2023-06-13,05:20:00,2023-06-13,05:20:00,2023-06-14,05:20:00,Daily,00:00:00,72.0,1312.56,
NRG-HN006,2023-06-12,21:10:00,2023-06-12,21:10:00,2023-06-13,21:04:03,Daily,00:05:57,76.0,171.63,
NRG-HN007,2023-06-13,05:30:00,2023-06-13,05:30:00,2023-06-14,05:30:00,Daily,00:00:00,53.0,72.31,
NRG-HN008,2023-06-13,04:50:00,2023-06-13,04:50:00,2023-06-14,04:50:00,Daily,00:00:00,53.0,30.27,
NRG-HN009,2023-06-13,05:00:00,2023-06-13,05:00:00,2023-06-14,04:55:00,Daily,00:05:00,55.0,308.31,
NRG-HN010,2023-06-13,07:00:00,2023-06-13,07:00:00,2023-06-14,06:55:00,Daily,00:05:00,42.0,1.06,
NRG-LU001,2023-06-13,05:40:00,2023-06-13,05:40:00,2023-06-20,05:35:00,Weekly,00:05:00,59.0,362.72,
NRG-LU002,2023-06-12,15:40:00,2023-06-12,15:40:00,2023-06-13,15:30:12,Daily,00:09:48,64.0,777.51,
NRG-LU003,2023-06-13,05:50:00,2023-06-13,05:50:00,2023-06-20,05:45:00,Weekly,00:05:00,43.0,77.06,
NRG-LU004,2023-06-13,05:50:00,2023-06-13,05:50:00,2023-06-14,05:50:00,Daily,00:00:00,46.0,134.0,
NRG-LU005,2023-06-13,06:00:00,2023-06-13,06:00:00,2023-06-14,05:55:00,Daily,00:05:00,84.0,3846.76,
NRG-LU006,2023-06-13,06:00:00,2023-06-13,06:00:00,2023-06-14,06:00:00,Daily,00:00:00,56.0,28.21,
NRG-LU007,2023-06-13,06:10:00,2023-06-13,06:10:00,2023-06-14,06:05:00,Daily,00:05:00,53.0,128.48,
NSABP-B-55,2023-06-13,02:00:00,2023-06-13,02:00:00,2023-06-14,01:57:00,Daily,00:03:00,117.0,2128.61,
RTOG-1112,2023-06-13,06:10:00,2023-06-13,06:10:00,2023-06-14,06:10:00,Daily,00:00:00,52.0,615.22,
RTOG-1115,2023-06-13,06:20:00,2023-06-13,06:20:00,2023-06-20,06:15:00,Weekly,00:05:00,53.0,478.94,
RTOG-1216,2023-06-13,06:20:00,2023-06-13,06:20:00,2023-06-14,06:20:00,Daily,00:00:00,77.0,1172.82,
RTOG-1308,2023-06-13,06:30:00,2023-06-13,06:30:00,2023-06-14,06:25:00,Daily,00:05:00,86.0,831.56,
S1418-E-01,2023-06-13,06:30:00,2023-06-13,06:30:00,2023-06-14,06:30:00,Daily,00:00:00,21.0,340.05,
S1914-E-01,2023-06-13,06:40:00,2023-06-13,06:40:00,2023-06-14,06:35:00,Daily,00:05:00,15.0,31.29,
