Study ID,Last Run Date,Last Run Time,Last Successful Run Date,Last Successful Run Time,Next Run Date,Next Run Time,Occurrence,Estimated Execution Time,N: File Count,N: Total File Size (MB),Number of Stale Data Files Detected,Problem Detected
EAY191-N4,2023-10-20,00:30:00,2023-10-20,00:30:00,2023-10-21,00:30:00,Daily,00:00:00,68,16.39,0,
NRG-BN001,2023-10-20,01:10:00,2023-10-20,01:10:00,2023-10-21,01:00:00,Daily,00:10:00,61,1007.91,0,
NRG-BN002,2023-10-17,01:20:00,2023-10-17,01:20:00,2023-10-24,01:05:00,Weekly,00:15:00,0,,0,
NRG-BN003,2023-10-20,01:10:00,2023-10-20,01:10:00,2023-10-21,01:10:00,Daily,00:00:00,51,97.01,0,
NRG-BN005,2023-10-20,01:20:00,2023-10-20,01:20:00,2023-10-21,01:15:00,Daily,00:05:00,62,133.67,0,
NRG-BN007,2023-10-20,01:20:00,2023-10-20,01:20:00,2023-10-21,01:20:00,Daily,00:00:00,73,895.01,0,
NRG-BN009,2023-10-20,01:10:00,2023-10-20,01:10:00,2023-10-21,00:55:00,Daily,00:15:00,65,15.56,0,
NRG-BN010,2023-10-20,04:00:00,2023-10-20,04:00:00,2023-10-21,03:59:00,Daily,00:01:00,63,36.07,0,
NRG-BN011,2023-10-19,23:30:00,2023-10-19,23:30:00,2023-10-20,23:24:57,Daily,00:05:03,62,202.19,0,
NRG-BN012,2023-10-20,07:50:00,2023-10-20,07:50:00,2023-10-21,07:45:00,Daily,00:05:00,51,23.35,0,
NRG-BR001,2023-10-17,01:30:00,2023-10-17,01:30:00,2023-10-24,01:25:00,Weekly,00:05:00,0,,0,
NRG-BR002,2023-10-20,02:30:00,2023-10-20,02:30:00,2023-10-21,02:30:00,Daily,00:00:00,55,123.12,0,
NRG-BR003,2023-10-17,01:40:00,2023-10-17,01:40:00,2023-10-24,01:35:00,Weekly,00:05:00,0,,0,
NRG-BR004,2023-10-20,05:10:00,2023-10-20,05:10:00,2023-10-21,05:10:00,Daily,00:00:00,88,2674.65,0,
NRG-BR005,2023-10-20,01:50:00,2023-10-20,01:50:00,2023-10-21,01:45:00,Daily,00:05:00,35,27.31,0,
NRG-BR007,2023-10-20,01:50:00,2023-10-20,01:50:00,2023-10-21,01:50:00,Daily,00:00:00,72,446.22,0,
NRG-CC003,2023-10-20,02:10:00,2023-10-20,02:10:00,2023-10-21,02:05:00,Daily,00:05:00,82,538.5,0,
NRG-CC004,2023-10-20,02:10:00,2023-10-20,02:10:00,2023-10-21,02:10:00,Daily,00:00:00,43,229.14,0,
NRG-CC005,2023-10-20,04:10:00,2023-10-20,04:10:00,2023-10-21,04:05:00,Daily,00:05:00,46,203.39,0,
NRG-CC007CD,2023-10-20,02:20:00,2023-10-20,02:20:00,2023-10-21,02:15:00,Daily,00:05:00,34,177.29,0,
NRG-CC008,2023-10-20,02:20:00,2023-10-20,02:20:00,2023-10-21,02:20:00,Daily,00:00:00,63,311.63,0,
