Study ID,Last Run Date,Last Run Time,Last Successful Run Date,Last Successful Run Time,Next Run Date,Next Run Time,Occurrence,Estimated Execution Time,N: File Count,N: Total File Size (MB),Number of Stale Data Files Detected,Problem Detected
EAY191-N4,2024-05-30,00:30:00,2024-05-30,00:30:00,2024-05-31,00:30:00,Daily,00:00:00,68,72.1,0,
NRG-BN001,2024-05-30,01:00:00,2024-05-30,01:00:00,2024-05-31,01:00:00,Daily,00:00:00,61,1011.38,0,
NRG-BN002,2024-05-28,01:30:00,2024-05-28,01:30:00,2024-06-04,01:05:00,Weekly,00:25:00,0,,0,
NRG-BN003,2024-05-30,02:10:00,2024-05-30,02:10:00,2024-05-31,02:10:00,Daily,00:00:00,53,110.72,0,
NRG-BN005,2024-05-30,01:20:00,2024-05-30,01:20:00,2024-05-31,01:15:00,Daily,00:05:00,62,152.05,0,
NRG-BN007,2024-05-30,01:20:00,2024-05-30,01:20:00,2024-05-31,01:20:00,Daily,00:00:00,73,910.18,0,
NRG-BN009,2024-05-30,01:00:00,2024-05-30,01:00:00,2024-05-31,00:55:00,Daily,00:05:00,65,23.16,0,
NRG-BN010,2024-05-30,04:00:00,2024-05-30,04:00:00,2024-05-31,03:59:00,Daily,00:01:00,63,78.19,0,
NRG-BN011,2024-05-29,23:30:00,2024-05-29,23:30:00,2024-05-30,23:24:57,Daily,00:05:03,62,408.67,0,
NRG-BN012,2024-05-30,07:50:00,2024-05-30,07:50:00,2024-05-31,07:45:00,Daily,00:05:00,51,71.85,0,
NRG-BR001,2024-05-28,01:30:00,2024-05-28,01:30:00,2024-06-04,01:25:00,Weekly,00:05:00,0,,0,
NRG-BR002,2024-05-30,02:30:00,2024-05-30,02:30:00,2024-05-31,02:30:00,Daily,00:00:00,55,124.99,0,
NRG-BR003,2024-05-30,01:40:00,2024-05-30,01:40:00,2024-06-06,01:35:00,Weekly,00:05:00,46,2622.63,0,
NRG-BR004,2024-05-30,05:10:00,2024-05-30,05:10:00,2024-05-31,05:10:00,Daily,00:00:00,88,2700.35,0,
NRG-BR005,2024-05-30,01:50:00,2024-05-30,01:50:00,2024-05-31,01:45:00,Daily,00:05:00,35,27.31,0,
NRG-BR007,2024-05-30,01:50:00,2024-05-30,01:50:00,2024-05-31,01:50:00,Daily,00:00:00,76,580.87,0,
NRG-BR008,2024-05-29,23:20:00,2024-05-29,23:20:00,2024-05-30,23:20:00,Daily,00:00:00,70,14.62,0,
NRG-BR009,2024-05-30,00:10:00,2024-05-30,00:10:00,2024-05-31,00:10:00,Daily,00:00:00,62,19.62,0,
NRG-CC003,2024-05-30,02:10:00,2024-05-30,02:10:00,2024-05-31,02:05:00,Daily,00:05:00,82,548.06,0,
NRG-CC004,2024-05-30,02:10:00,2024-05-30,02:10:00,2024-05-31,02:10:00,Daily,00:00:00,6,89.75,0,
NRG-CC005,2024-05-29,21:50:00,2024-05-29,21:50:00,2024-05-30,21:44:52,Daily,00:05:08,54,325.06,0,
NRG-CC007CD,2024-05-30,02:20:00,2024-05-30,02:20:00,2024-05-31,02:15:00,Daily,00:05:00,34,186.21,0,
NRG-CC008,2024-05-30,02:20:00,2024-05-30,02:20:00,2024-05-31,02:20:00,Daily,00:00:00,63,424.55,0,
NRG-CC009,2024-05-30,02:30:00,2024-05-30,02:30:00,2024-05-31,02:25:00,Daily,00:05:00,65,93.7,0,
NRG-CC010,2024-05-29,18:40:00,2024-05-29,18:40:00,2024-05-30,18:35:00,Daily,00:05:00,43,38.57,0,
NRG-CC011,2024-05-30,01:50:00,2024-05-30,01:50:00,2024-05-31,01:44:00,Daily,00:06:00,45,6.45,0,
NRG-DT001,2024-05-30,02:30:00,2024-05-30,02:30:00,2024-05-31,02:30:00,Daily,00:00:00,54,133.56,0,
NRGF-001,2024-05-30,07:50:00,2024-05-30,07:50:00,2024-05-31,07:48:00,Daily,00:02:00,42,1.4,0,
NRG-GI002,2024-05-30,03:40:00,2024-05-30,03:40:00,2024-05-31,03:35:00,Daily,00:05:00,60,1700.23,0,
NRG-GI003,2024-05-30,02:40:00,2024-05-30,02:40:00,2024-05-31,02:40:00,Daily,00:00:00,48,198.76,0,
NRG-GI004,2024-05-30,02:50:00,2024-05-30,02:50:00,2024-05-31,02:50:00,Daily,00:00:00,56,459.46,0,
NRG-GI005,2024-05-25,03:00:00,2024-05-25,03:00:00,2024-06-01,02:55:00,Weekly,00:05:00,0,,0,
NRG-GI006,2024-05-30,03:00:00,2024-05-30,03:00:00,2024-05-31,03:00:00,Daily,00:00:00,73,497.56,0,
NRG-GI007,2024-05-30,04:40:00,2024-05-30,04:40:00,2024-05-31,04:40:00,Daily,00:00:00,51,31.98,0,
NRG-GI008,2024-05-30,03:50:00,2024-05-30,03:50:00,2024-05-31,03:43:00,Daily,00:07:00,61,266.18,0,
NRG-GU002,2024-05-30,03:20:00,2024-05-30,03:20:00,2024-05-31,03:05:00,Daily,00:15:00,49,253.41,0,
NRG-GU003,2024-05-30,03:20:00,2024-05-30,03:20:00,2024-05-31,03:10:00,Daily,00:10:00,47,263.67,0,
NRG-GU005,2024-05-30,03:20:00,2024-05-30,03:20:00,2024-05-31,03:15:00,Daily,00:05:00,54,756.87,0,
NRG-GU006,2024-05-30,03:20:00,2024-05-30,03:20:00,2024-05-31,03:20:00,Daily,00:00:00,50,476.53,0,
NRG-GU007,2024-05-30,03:30:00,2024-05-30,03:30:00,2024-05-31,03:25:00,Daily,00:05:00,44,96.28,0,
NRG-GU008,2024-05-30,03:30:00,2024-05-30,03:30:00,2024-05-31,03:30:00,Daily,00:00:00,59,550.1,0,
NRG-GU009,2024-05-30,04:40:00,2024-05-30,04:40:00,2024-05-31,04:35:00,Daily,00:05:00,81,2662.12,0,
NRG-GU010,2024-05-30,04:50:00,2024-05-30,04:50:00,2024-05-31,04:45:00,Daily,00:05:00,60,1273.83,0,
NRG-GU011,2024-05-30,04:20:00,2024-05-30,04:20:00,2024-05-31,04:15:00,Daily,00:05:00,58,214.42,0,
NRG-GU012,2023-02-15,16:43:51,,,2023-02-15,16:51:56.963000,Daily,,59,32.11,0,
NRG-GU012,2024-05-30,07:50:00,2024-05-30,07:50:00,2024-05-31,07:50:00,Daily,00:00:00,59,32.11,0,
NRG-GU013,2024-05-30,00:30:00,2024-05-30,00:30:00,2024-05-31,00:15:00,Daily,00:15:00,53,16.37,0,
NRG-GY003,2024-05-28,01:00:00,2024-05-28,01:00:00,2024-06-04,00:55:00,Weekly,00:05:00,0,,0,
NRG-GY004,2024-05-28,01:00:00,2024-05-28,01:00:00,2024-06-04,00:50:00,Weekly,00:10:00,0,,0,
NRG-GY005,2024-05-30,00:50:00,2024-05-30,00:50:00,2024-05-31,00:45:00,Daily,00:05:00,67,3185.33,0,
NRG-GY006,2024-05-30,01:40:00,2024-05-30,01:40:00,2024-05-31,01:40:00,Daily,00:00:00,73,1854.35,0,
NRG-GY007,2024-05-30,00:50:00,2024-05-30,00:50:00,2024-05-31,00:35:00,Daily,00:15:00,83,1074.01,0,
NRG-GY009,2024-05-30,00:30:00,2024-05-30,00:30:00,2024-05-31,00:30:00,Daily,00:00:00,77,2965.76,0,
NRG-GY012,2024-05-30,00:30:00,2024-05-30,00:30:00,2024-05-31,00:25:00,Daily,00:05:00,68,1605.39,0,
NRG-GY014,2024-05-30,00:30:00,2024-05-30,00:30:00,2024-05-31,00:20:00,Daily,00:10:00,60,268.17,0,
NRG-GY016,2024-05-30,00:30:00,2024-05-30,00:30:00,2024-05-31,00:15:00,Daily,00:15:00,61,107.2,0,
NRG-GY017,2024-05-30,00:10:00,2024-05-30,00:10:00,2024-05-31,00:10:00,Daily,00:00:00,71,208.2,0,
NRG-GY018,2024-05-30,00:10:00,2024-05-30,00:10:00,2024-05-31,00:05:00,Daily,00:05:00,85,19178.6,0,
NRG-GY019,2024-05-30,00:00:00,2024-05-30,00:00:00,2024-05-31,00:00:00,Daily,00:00:00,58,3025.25,0,
NRG-GY020,2024-05-30,00:30:00,2024-05-30,00:30:00,2024-05-31,00:30:00,Daily,00:00:00,67,519.83,0,
NRG-GY021,2024-05-29,23:50:00,2024-05-29,23:50:00,2024-05-30,23:50:00,Daily,00:00:00,64,333.06,0,
NRG-GY022,2024-05-29,23:50:00,2024-05-29,23:50:00,2024-05-30,23:45:00,Daily,00:05:00,32,128.87,0,
NRG-GY023,2024-05-29,23:40:00,2024-05-29,23:40:00,2024-05-30,23:40:00,Daily,00:00:00,68,416.17,0,
NRG-GY024,2024-05-29,23:30:00,2024-05-29,23:30:00,2024-05-30,23:30:00,Daily,00:00:00,13,0.91,0,
NRG-GY025,2024-05-29,23:40:00,2024-05-29,23:40:00,2024-05-30,23:35:00,Daily,00:05:00,64,74.99,0,
NRG-GY026,2024-05-30,01:40:00,2024-05-30,01:40:00,2024-05-31,01:37:00,Daily,00:03:00,72,503.68,0,
NRG-GY027,2024-05-29,23:30:00,2024-05-29,23:30:00,2024-05-30,23:25:00,Daily,00:05:00,68,44.52,0,
NRG-GY028,2024-05-30,03:20:00,2024-05-30,03:20:00,2024-05-31,03:15:00,Daily,00:05:00,64,21.9,0,
NRG-GY031,2024-05-30,00:30:00,2024-05-30,00:30:00,2024-05-31,00:20:00,Daily,00:10:00,68,19.91,0,
NRG-GY033,2024-05-30,00:50:00,2024-05-30,00:50:00,2024-05-31,00:32:00,Daily,00:18:00,59,14.5,0,
NRG-HN001,2024-05-30,05:00:00,2024-05-30,05:00:00,2024-05-31,05:00:00,Daily,00:00:00,71,2668.11,0,
NRG-HN002,2024-05-24,06:10:00,2024-05-24,06:10:00,2024-05-31,06:05:00,Weekly,00:05:00,0,,0,
NRG-HN003,2024-05-28,05:10:00,2024-05-28,05:10:00,2024-06-04,05:10:00,Weekly,00:00:00,0,,0,
NRG-HN004,2024-05-30,05:20:00,2024-05-30,05:20:00,2024-05-31,05:15:00,Daily,00:05:00,74,1467.78,0,
