Study ID,Last Run Date,Last Run Time,Last Successful Run Date,Last Successful Run Time,Next Run Date,Next Run Time,Occurrence,Estimated Execution Time,N: File Count,N: Total File Size (MB),Problem Detected
NRG-BN001,2023-01-12,01:13:51,2023-01-12,01:13:51,2023-01-13,01:00:00,Daily,00:13:51,61.0,917.13,
NRG-BN002,2023-01-10,01:23:51,2023-01-10,01:23:51,2023-01-17,01:05:00,Weekly,00:18:51,,,
NRG-BN003,2023-01-12,01:13:51,2023-01-12,01:13:51,2023-01-13,01:10:00,Daily,00:03:51,51.0,78.95,
NRG-BN005,2023-01-12,01:33:51,2023-01-12,01:33:51,2023-01-13,01:15:00,Daily,00:18:51,62.0,93.41,
NRG-BN007,2023-01-12,01:33:51,2023-01-12,01:33:51,2023-01-13,01:20:00,Daily,00:13:51,73.0,824.98,
NRG-BN009,2023-01-12,01:13:51,2023-01-12,01:13:51,2023-01-13,00:55:00,Daily,00:18:51,65.0,7.89,
NRG-BN010,2023-01-12,04:03:51,2023-01-12,04:03:51,2023-01-13,03:59:00,Daily,00:04:51,63.0,14.0,
NRG-BN011,2023-01-11,23:23:51,2023-01-11,23:23:51,2023-01-12,23:24:57,Daily,00:01:06,62.0,42.47,
NRG-BN012,2023-01-12,07:53:51,2023-01-12,07:53:51,2023-01-13,07:45:00,Daily,00:08:51,51.0,1.59,
NRG-BR001,2023-01-10,01:43:51,2023-01-10,01:43:51,2023-01-17,01:25:00,Weekly,00:18:51,,,
NRG-BR002,2023-01-12,02:33:51,2023-01-12,02:33:51,2023-01-13,02:30:00,Daily,00:03:51,55.0,119.28,
NRG-BR003,2023-01-10,01:43:51,2023-01-10,01:43:51,2023-01-17,01:35:00,Weekly,00:08:51,,,
NRG-BR004,2023-01-12,05:13:51,2023-01-12,05:13:51,2023-01-13,05:10:00,Daily,00:03:51,88.0,2632.81,
NRG-BR005,2023-01-12,01:53:51,2023-01-12,01:53:51,2023-01-13,01:45:00,Daily,00:08:51,33.0,25.09,
NRG-BR007,2023-01-12,01:53:51,2023-01-12,01:53:51,2023-01-13,01:50:00,Daily,00:03:51,72.0,258.23,
NRG-CC003,2023-01-12,02:13:51,2023-01-12,02:13:51,2023-01-13,02:05:00,Daily,00:08:51,82.0,516.71,
NRG-CC004,2023-01-12,02:13:51,2023-01-12,02:13:51,2023-01-13,02:10:00,Daily,00:03:51,43.0,229.14,
NRG-CC005,2023-01-12,04:13:51,2023-01-12,04:13:51,2023-01-13,04:05:00,Daily,00:08:51,46.0,60.98,
NRG-CC007CD,2023-01-12,02:23:51,2023-01-12,02:23:51,2023-01-13,02:15:00,Daily,00:08:51,34.0,156.44,
NRG-CC008,2023-01-12,02:23:51,2023-01-12,02:23:51,2023-01-13,02:20:00,Daily,00:03:51,63.0,178.66,
NRG-CC009,2023-01-12,02:33:51,2023-01-12,02:33:51,2023-01-13,02:25:00,Daily,00:08:51,65.0,39.56,
NRG-CC010,2023-01-11,18:33:51,,,2023-01-12,18:35:00,Daily,,,,
NRG-DT001,2023-01-12,02:33:51,2023-01-12,02:33:51,2023-01-13,02:30:00,Daily,00:03:51,54.0,125.96,
NRG-GI002,2023-01-10,02:43:51,2023-01-10,02:43:51,2023-01-17,02:35:00,Weekly,00:08:51,,,
NRG-GI003,2023-01-12,02:43:51,2023-01-12,02:43:51,2023-01-13,02:40:00,Daily,00:03:51,48.0,136.66,
NRG-GI004,2023-01-12,02:53:51,2023-01-12,02:53:51,2023-01-13,02:50:00,Daily,00:03:51,53.0,368.1,
NRG-GI005,2023-01-10,03:03:51,2023-01-10,03:03:51,2023-01-17,02:55:00,Weekly,00:08:51,,,
NRG-GI006,2023-01-12,03:03:51,2023-01-12,03:03:51,2023-01-13,03:00:00,Daily,00:03:51,73.0,315.2,
NRG-GI007,2023-01-12,04:43:51,2023-01-12,04:43:51,2023-01-13,04:40:00,Daily,00:03:51,51.0,8.87,
NRG-GI008,2023-01-12,03:43:51,2023-01-12,03:43:51,2023-01-13,03:43:00,Daily,00:00:51,60.0,18.95,
NRG-GU002,2023-01-12,03:13:51,2023-01-12,03:13:51,2023-01-13,03:05:00,Daily,00:08:51,49.0,223.23,
NRG-GU003,2023-01-12,03:13:51,2023-01-12,03:13:51,2023-01-13,03:10:00,Daily,00:03:51,47.0,239.21,
NRG-GU005,2023-01-12,03:23:51,2023-01-12,03:23:51,2023-01-13,03:15:00,Daily,00:08:51,54.0,635.63,
NRG-GU006,2023-01-12,03:23:51,2023-01-12,03:23:51,2023-01-13,03:20:00,Daily,00:03:51,50.0,425.69,
NRG-GU007,2023-01-12,03:33:51,2023-01-12,03:33:51,2023-01-13,03:25:00,Daily,00:08:51,44.0,63.9,
NRG-GU008,2023-01-12,03:33:51,2023-01-12,03:33:51,2023-01-13,03:30:00,Daily,00:03:51,59.0,209.38,
NRG-GU009,2023-01-12,04:43:51,2023-01-12,04:43:51,2023-01-13,04:35:00,Daily,00:08:51,81.0,482.97,
NRG-GU010,2023-01-12,04:53:51,2023-01-12,04:53:51,2023-01-13,04:45:00,Daily,00:08:51,60.0,116.1,
NRG-GU011,2023-01-12,04:23:51,2023-01-12,04:23:51,2023-01-13,04:15:00,Daily,00:08:51,58.0,25.13,
NRG-GY003,2023-01-10,01:23:51,2023-01-10,01:23:51,2023-01-17,00:55:00,Weekly,00:28:51,,,
NRG-GY004,2023-01-10,00:53:53,2023-01-10,00:53:53,2023-01-17,00:50:00,Weekly,00:03:53,,,
NRG-GY005,2023-01-12,00:53:51,2023-01-12,00:53:51,2023-01-13,00:45:00,Daily,00:08:51,67.0,3155.79,
NRG-GY006,2023-01-12,00:53:51,2023-01-12,00:53:51,2023-01-13,00:40:00,Daily,00:13:51,71.0,1758.18,
NRG-GY007,2023-01-12,00:53:51,2023-01-12,00:53:51,2023-01-13,00:35:00,Daily,00:18:51,83.0,1056.51,
NRG-GY009,2023-01-12,00:33:51,2023-01-12,00:33:51,2023-01-13,00:30:00,Daily,00:03:51,77.0,2885.41,
NRG-GY012,2023-01-12,00:33:51,2023-01-12,00:33:51,2023-01-13,00:25:00,Daily,00:08:51,61.0,952.04,
NRG-GY014,2023-01-12,00:23:55,2023-01-12,00:23:55,2023-01-13,00:20:00,Daily,00:03:55,60.0,245.08,
NRG-GY016,2023-01-12,00:23:55,2023-01-12,00:23:55,2023-01-13,00:15:00,Daily,00:08:55,61.0,106.24,
NRG-GY017,2023-01-12,00:13:51,2023-01-12,00:13:51,2023-01-13,00:10:00,Daily,00:03:51,71.0,208.18,
NRG-GY018,2023-01-12,01:13:51,2023-01-12,01:13:51,2023-01-13,01:05:00,Daily,00:08:51,79.0,4132.79,
NRG-GY019,2023-01-12,00:03:51,2023-01-12,00:03:51,2023-01-13,00:00:00,Daily,00:03:51,58.0,1439.25,
NRG-GY020,2023-01-12,00:33:51,2023-01-12,00:33:51,2023-01-13,00:30:00,Daily,00:03:51,67.0,422.54,
NRG-GY021,2023-01-12,00:03:51,2023-01-12,00:03:51,2023-01-12,23:50:00,Daily,23:46:09,64.0,329.15,
NRG-GY022,2023-01-12,00:03:51,2023-01-12,00:03:51,2023-01-12,23:45:00,Daily,23:41:09,32.0,107.83,
NRG-GY023,2023-01-12,00:03:51,2023-01-12,00:03:51,2023-01-12,23:40:00,Daily,23:36:09,66.0,276.05,
NRG-GY024,2023-01-12,00:03:51,2023-01-12,00:03:51,2023-01-12,23:30:00,Daily,23:26:09,13.0,0.36,
NRG-GY025,2023-01-12,00:03:51,2023-01-12,00:03:51,2023-01-12,23:35:00,Daily,23:31:09,64.0,7.77,
NRG-GY026,2023-01-12,01:43:51,2023-01-12,01:43:51,2023-01-13,01:37:00,Daily,00:06:51,73.0,4.59,
NRG-GY027,2023-01-11,23:23:51,2023-01-11,23:23:51,2023-01-12,23:25:00,Daily,00:01:09,68.0,6.36,
NRG-HN001,2023-01-12,05:03:51,2023-01-12,05:03:51,2023-01-13,05:00:00,Daily,00:03:51,71.0,2361.84,
NRG-HN002,2023-01-06,06:23:51,2023-01-06,06:23:51,2023-01-13,06:05:00,Weekly,00:18:51,,,
NRG-HN003,2023-01-10,05:13:51,2023-01-10,05:13:51,2023-01-17,05:10:00,Weekly,00:03:51,,,
NRG-HN004,2023-01-12,05:23:51,2023-01-12,05:23:51,2023-01-13,05:15:00,Daily,00:08:51,74.0,1414.3,
NRG-HN005,2023-01-12,05:23:51,2023-01-12,05:23:51,2023-01-13,05:20:00,Daily,00:03:51,72.0,1113.2,
NRG-HN006,2023-01-11,21:03:51,2023-01-11,21:03:51,2023-01-12,21:04:03,Daily,00:00:12,76.0,135.22,
NRG-HN007,2023-01-12,05:33:51,2023-01-12,05:33:51,2023-01-13,05:30:00,Daily,00:03:51,53.0,70.24,
NRG-HN008,2023-01-12,04:53:51,2023-01-12,04:53:51,2023-01-13,04:50:00,Daily,00:03:51,53.0,28.12,
NRG-HN009,2023-01-12,05:03:51,2023-01-12,05:03:51,2023-01-13,04:55:00,Daily,00:08:51,55.0,172.03,
NRG-LU001,2023-01-10,05:43:51,2023-01-10,05:43:51,2023-01-17,05:35:00,Weekly,00:08:51,,,
NRG-LU002,2023-01-11,15:33:51,2023-01-11,15:33:51,2023-01-12,15:30:12,Daily,00:03:39,64.0,732.06,
NRG-LU003,2023-01-10,05:53:51,2023-01-10,05:53:51,2023-01-17,05:45:00,Weekly,00:08:51,,,
NRG-LU004,2023-01-12,05:53:51,2023-01-12,05:53:51,2023-01-13,05:50:00,Daily,00:03:51,46.0,129.55,
