Study ID,Last Run Date,Last Run Time,Last Successful Run Date,Last Successful Run Time,Next Run Date,Next Run Time,Occurrence,Estimated Execution Time,N: File Count,N: Total File Size (MB),Problem Detected
EAY191-N4,2023-06-27,00:30:00,2023-06-27,00:30:00,2023-06-28,00:30:00,Daily,00:00:00,68.0,1.8,
NRG-BN001,2023-06-27,01:10:00,2023-06-27,01:10:00,2023-06-28,01:00:00,Daily,00:10:00,61.0,1004.14,
NRG-BN002,2023-06-27,01:10:00,2023-06-27,01:10:00,2023-07-04,01:05:00,Weekly,00:05:00,49.0,100.96,
NRG-BN003,2023-06-27,01:10:00,2023-06-27,01:10:00,2023-06-28,01:10:00,Daily,00:00:00,51.0,90.41,
NRG-BN005,2023-06-27,01:20:00,2023-06-27,01:20:00,2023-06-28,01:15:00,Daily,00:05:00,62.0,117.97,
NRG-BN007,2023-06-27,01:20:00,2023-06-27,01:20:00,2023-06-28,01:20:00,Daily,00:00:00,73.0,882.53,
NRG-BN009,2023-06-27,01:10:00,2023-06-27,01:10:00,2023-06-28,00:55:00,Daily,00:15:00,65.0,10.17,
NRG-BN010,2023-06-27,04:00:00,2023-06-27,04:00:00,2023-06-28,03:59:00,Daily,00:01:00,63.0,24.89,
NRG-BN011,2023-06-26,23:30:00,2023-06-26,23:30:00,2023-06-27,23:24:57,Daily,00:05:03,62.0,130.29,
NRG-BN012,2023-06-27,07:50:00,2023-06-27,07:50:00,2023-06-28,07:45:00,Daily,00:05:00,51.0,11.5,
NRG-BR001,2023-06-27,01:30:00,2023-06-27,01:30:00,2023-07-04,01:25:00,Weekly,00:05:00,45.0,110.77,
NRG-BR002,2023-06-27,02:30:00,2023-06-27,02:30:00,2023-06-28,02:30:00,Daily,00:00:00,55.0,121.26,
NRG-BR003,2023-06-27,01:40:00,2023-06-27,01:40:00,2023-07-04,01:35:00,Weekly,00:05:00,44.0,2615.23,
NRG-BR004,2023-06-27,05:10:00,2023-06-27,05:10:00,2023-06-28,05:10:00,Daily,00:00:00,88.0,2662.22,
NRG-BR005,2023-06-27,01:50:00,2023-06-27,01:50:00,2023-06-28,01:45:00,Daily,00:05:00,33.0,25.09,
NRG-BR007,2023-06-27,01:50:00,2023-06-27,01:50:00,2023-06-28,01:50:00,Daily,00:00:00,72.0,382.74,
NRG-CC003,2023-06-27,02:20:00,2023-06-27,02:20:00,2023-06-28,02:05:00,Daily,00:15:00,82.0,534.16,
NRG-CC004,2023-06-27,02:20:00,2023-06-27,02:20:00,2023-06-28,02:10:00,Daily,00:10:00,43.0,229.14,
NRG-CC005,2023-06-27,04:10:00,2023-06-27,04:10:00,2023-06-28,04:05:00,Daily,00:05:00,46.0,144.54,
NRG-CC007CD,2023-06-27,02:20:00,2023-06-27,02:20:00,2023-06-28,02:15:00,Daily,00:05:00,34.0,168.43,
NRG-CC008,2023-06-27,02:20:00,2023-06-27,02:20:00,2023-06-28,02:20:00,Daily,00:00:00,63.0,250.88,
NRG-CC009,2023-06-27,02:30:00,2023-06-27,02:30:00,2023-06-28,02:25:00,Daily,00:05:00,65.0,52.08,
NRG-CC010,2023-06-26,18:40:00,2023-06-26,18:40:00,2023-06-27,18:35:00,Daily,00:05:00,43.0,5.1,
NRG-DT001,2023-06-27,02:30:00,2023-06-27,02:30:00,2023-06-28,02:30:00,Daily,00:00:00,54.0,129.36,
NRG-GI002,2023-06-27,02:40:00,2023-06-27,02:40:00,2023-07-04,02:35:00,Weekly,00:05:00,59.0,1697.25,
NRG-GI003,2023-06-27,02:40:00,2023-06-27,02:40:00,2023-06-28,02:40:00,Daily,00:00:00,48.0,155.83,
NRG-GI004,2023-06-27,02:50:00,2023-06-27,02:50:00,2023-06-28,02:50:00,Daily,00:00:00,56.0,413.38,
NRG-GI005,2023-06-24,03:00:00,2023-06-24,03:00:00,2023-07-01,02:55:00,Weekly,00:05:00,,,
NRG-GI006,2023-06-27,03:00:00,2023-06-27,03:00:00,2023-06-28,03:00:00,Daily,00:00:00,73.0,361.53,
NRG-GI007,2023-06-27,04:40:00,2023-06-27,04:40:00,2023-06-28,04:40:00,Daily,00:00:00,51.0,12.85,
NRG-GI008,2023-06-27,03:50:00,2023-06-27,03:50:00,2023-06-28,03:43:00,Daily,00:07:00,60.0,78.29,
NRG-GU002,2023-06-27,03:10:00,2023-06-27,03:10:00,2023-06-28,03:05:00,Daily,00:05:00,49.0,239.25,
NRG-GU003,2023-06-27,03:10:00,2023-06-27,03:10:00,2023-06-28,03:10:00,Daily,00:00:00,47.0,250.67,
NRG-GU005,2023-06-27,03:20:00,2023-06-27,03:20:00,2023-06-28,03:15:00,Daily,00:05:00,54.0,680.98,
NRG-GU006,2023-06-27,03:20:00,2023-06-27,03:20:00,2023-06-28,03:20:00,Daily,00:00:00,50.0,453.89,
NRG-GU007,2023-06-27,03:30:00,2023-06-27,03:30:00,2023-06-28,03:25:00,Daily,00:05:00,44.0,77.06,
NRG-GU008,2023-06-27,03:30:00,2023-06-27,03:30:00,2023-06-28,03:30:00,Daily,00:00:00,59.0,309.86,
NRG-GU009,2023-06-27,04:40:00,2023-06-27,04:40:00,2023-06-28,04:35:00,Daily,00:05:00,81.0,998.08,
NRG-GU010,2023-06-27,04:50:00,2023-06-27,04:50:00,2023-06-28,04:45:00,Daily,00:05:00,60.0,317.12,
NRG-GU011,2023-06-27,04:20:00,2023-06-27,04:20:00,2023-06-28,04:15:00,Daily,00:05:00,58.0,52.16,
NRG-GU012,2023-02-15,16:43:51,,,2023-02-15,16:51:56.963000,Daily,,59.0,3.32,
NRG-GU012,2023-06-27,07:50:00,2023-06-27,07:50:00,2023-06-28,07:50:00,Daily,00:00:00,59.0,3.32,
NRG-GY003,2023-06-27,01:10:00,2023-06-27,01:10:00,2023-07-04,00:55:00,Weekly,00:15:00,49.0,492.2,
NRG-GY004,2023-06-27,00:50:00,2023-06-27,00:50:00,2023-07-04,00:50:00,Weekly,00:00:00,69.0,4970.59,
NRG-GY005,2023-06-27,00:50:00,2023-06-27,00:50:00,2023-06-28,00:45:00,Daily,00:05:00,67.0,3174.32,
NRG-GY006,2023-06-27,00:50:00,2023-06-27,00:50:00,2023-06-28,00:40:00,Daily,00:10:00,71.0,1799.04,
NRG-GY007,2023-06-27,00:50:00,2023-06-27,00:50:00,2023-06-28,00:35:00,Daily,00:15:00,83.0,1064.55,
NRG-GY009,2023-06-27,00:30:00,2023-06-27,00:30:00,2023-06-28,00:30:00,Daily,00:00:00,77.0,2931.23,
NRG-GY012,2023-06-27,00:30:00,2023-06-27,00:30:00,2023-06-28,00:25:00,Daily,00:05:00,68.0,1272.9,
NRG-GY014,2023-06-27,00:30:00,2023-06-27,00:30:00,2023-06-28,00:20:00,Daily,00:10:00,60.0,259.84,
NRG-GY016,2023-06-27,00:30:00,2023-06-27,00:30:00,2023-06-28,00:15:00,Daily,00:15:00,61.0,106.35,
NRG-GY017,2023-06-27,00:10:00,2023-06-27,00:10:00,2023-06-28,00:10:00,Daily,00:00:00,71.0,208.2,
NRG-GY018,2023-06-27,00:10:00,2023-06-27,00:10:00,2023-06-28,00:05:00,Daily,00:05:00,84.0,16430.94,
