Study ID,Last Run Date,Last Run Time,Last Successful Run Date,Last Successful Run Time,Next Run Date,Next Run Time,Occurrence,Estimated Execution Time,N: File Count,N: Total File Size (MB),Number of Stale Data Files Detected,Problem Detected
EAY191-N4,2024-03-04,00:40:00,2024-03-04,00:40:00,2024-03-05,00:30:00,Daily,00:10:00,68,47.63,0,
NRG-BN001,2024-03-04,01:10:00,2024-03-04,01:10:00,2024-03-05,01:00:00,Daily,00:10:00,61,1010.08,0,
NRG-BN002,2024-02-27,01:10:00,2024-02-27,01:10:00,2024-03-05,01:05:00,Weekly,00:05:00,0,,0,
NRG-BN003,2024-03-04,02:10:00,2024-03-04,02:10:00,2024-03-05,02:10:00,Daily,00:00:00,53,106.74,0,
NRG-BN005,2024-03-04,01:30:00,2024-03-04,01:30:00,2024-03-05,01:15:00,Daily,00:15:00,62,145.3,0,
NRG-BN007,2024-03-04,01:30:00,2024-03-04,01:30:00,2024-03-05,01:20:00,Daily,00:10:00,73,905.86,0,
NRG-BN009,2024-03-04,01:10:00,2024-03-04,01:10:00,2024-03-05,00:55:00,Daily,00:15:00,65,18.97,0,
NRG-BN010,2024-03-04,04:00:00,2024-03-04,04:00:00,2024-03-05,03:59:00,Daily,00:01:00,63,44.11,0,
NRG-BN011,2024-03-03,23:30:00,2024-03-03,23:30:00,2024-03-04,23:24:57,Daily,00:05:03,62,313.6,0,
NRG-BN012,2024-03-04,07:50:00,2024-03-04,07:50:00,2024-03-05,07:45:00,Daily,00:05:00,51,46.02,0,
NRG-BR001,2024-02-27,01:30:00,2024-02-27,01:30:00,2024-03-05,01:25:00,Weekly,00:05:00,0,,0,
NRG-BR002,2024-03-04,02:30:00,2024-03-04,02:30:00,2024-03-05,02:30:00,Daily,00:00:00,55,123.8,0,
NRG-BR003,2024-02-29,02:40:00,2024-02-29,02:40:00,2024-03-07,02:35:00,Weekly,00:05:00,0,,0,
NRG-BR004,2024-03-04,05:10:00,2024-03-04,05:10:00,2024-03-05,05:10:00,Daily,00:00:00,88,2684.61,0,
NRG-BR005,2024-03-04,01:50:00,2024-03-04,01:50:00,2024-03-05,01:45:00,Daily,00:05:00,35,27.31,0,
NRG-BR007,2024-03-04,01:50:00,2024-03-04,01:50:00,2024-03-05,01:50:00,Daily,00:00:00,72,520.73,0,
NRG-BR008,2024-03-03,23:20:00,2024-03-03,23:20:00,2024-03-04,23:20:00,Daily,00:00:00,70,9.73,0,
NRG-BR009,2024-03-04,00:10:00,2024-03-04,00:10:00,2024-03-05,00:10:00,Daily,00:00:00,62,8.13,0,
NRG-CC003,2024-03-04,02:10:00,2024-03-04,02:10:00,2024-03-05,02:05:00,Daily,00:05:00,82,544.3,0,
NRG-CC004,2024-03-04,02:10:00,2024-03-04,02:10:00,2024-03-05,02:10:00,Daily,00:00:00,43,229.14,0,
NRG-CC005,2024-03-04,04:10:00,2024-03-04,04:10:00,2024-03-05,04:05:00,Daily,00:05:00,46,260.63,0,
NRG-CC007CD,2024-03-04,02:20:00,2024-03-04,02:20:00,2024-03-05,02:15:00,Daily,00:05:00,34,182.98,0,
NRG-CC008,2024-03-04,02:20:00,2024-03-04,02:20:00,2024-03-05,02:20:00,Daily,00:00:00,63,387.03,0,
NRG-CC009,2024-03-04,02:30:00,2024-03-04,02:30:00,2024-03-05,02:25:00,Daily,00:05:00,65,80.45,0,
NRG-CC010,2024-03-03,18:40:00,2024-03-03,18:40:00,2024-03-04,18:35:00,Daily,00:05:00,43,26.71,0,
NRG-DT001,2024-03-04,02:30:00,2024-03-04,02:30:00,2024-03-05,02:30:00,Daily,00:00:00,54,131.97,0,
NRGF-001,2024-03-04,07:50:00,2024-03-04,07:50:00,2024-03-05,07:48:00,Daily,00:02:00,42,0.93,0,
NRG-GI002,2024-03-04,03:40:00,2024-03-04,03:40:00,2024-03-05,03:35:00,Daily,00:05:00,60,1700.23,0,
NRG-GI003,2024-03-04,02:40:00,2024-03-04,02:40:00,2024-03-05,02:40:00,Daily,00:00:00,48,184.29,0,
NRG-GI004,2024-03-04,02:50:00,2024-03-04,02:50:00,2024-03-05,02:50:00,Daily,00:00:00,56,448.53,0,
NRG-GI005,2024-03-02,03:00:00,2024-03-02,03:00:00,2024-03-09,02:55:00,Weekly,00:05:00,0,,0,
NRG-GI006,2024-03-04,03:00:00,2024-03-04,03:00:00,2024-03-05,03:00:00,Daily,00:00:00,73,461.94,0,
NRG-GI007,2024-03-04,04:40:00,2024-03-04,04:40:00,2024-03-05,04:40:00,Daily,00:00:00,51,25.88,0,
NRG-GI008,2024-03-04,03:50:00,2024-03-04,03:50:00,2024-03-05,03:43:00,Daily,00:07:00,61,192.64,0,
NRG-GU002,2024-03-04,03:20:00,2024-03-04,03:20:00,2024-03-05,03:05:00,Daily,00:15:00,49,250.88,0,
NRG-GU003,2024-03-04,03:20:00,2024-03-04,03:20:00,2024-03-05,03:10:00,Daily,00:10:00,47,260.86,0,
NRG-GU005,2024-03-04,03:20:00,2024-03-04,03:20:00,2024-03-05,03:15:00,Daily,00:05:00,54,739.31,0,
NRG-GU006,2024-03-04,03:20:00,2024-03-04,03:20:00,2024-03-05,03:20:00,Daily,00:00:00,50,471.51,0,
NRG-GU007,2024-03-04,03:30:00,2024-03-04,03:30:00,2024-03-05,03:25:00,Daily,00:05:00,44,91.84,0,
NRG-GU008,2024-03-04,03:30:00,2024-03-04,03:30:00,2024-03-05,03:30:00,Daily,00:00:00,59,444.57,0,
NRG-GU009,2024-03-04,04:40:00,2024-03-04,04:40:00,2024-03-05,04:35:00,Daily,00:05:00,81,2116.82,0,
NRG-GU010,2024-03-04,04:50:00,2024-03-04,04:50:00,2024-03-05,04:45:00,Daily,00:05:00,60,968.8,0,
NRG-GU011,2024-03-04,04:20:00,2024-03-04,04:20:00,2024-03-05,04:15:00,Daily,00:05:00,58,151.26,0,
NRG-GU012,2023-02-15,16:43:51,,,2023-02-15,16:51:56.963000,Daily,,59,16.46,0,
NRG-GU012,2024-03-04,07:50:00,2024-03-04,07:50:00,2024-03-05,07:50:00,Daily,00:00:00,59,16.46,0,
NRG-GU013,2024-03-04,00:40:00,2024-03-04,00:40:00,2024-03-05,00:15:00,Daily,00:25:00,53,4.85,0,
NRG-GY003,2024-02-27,01:10:00,2024-02-27,01:10:00,2024-03-05,00:55:00,Weekly,00:15:00,0,,0,
NRG-GY004,2024-02-27,00:50:00,2024-02-27,00:50:00,2024-03-05,00:50:00,Weekly,00:00:00,0,,0,
NRG-GY005,2024-03-04,01:10:00,2024-03-04,01:10:00,2024-03-05,00:45:00,Daily,00:25:00,67,3182.85,0,
NRG-GY006,2024-03-04,01:40:00,2024-03-04,01:40:00,2024-03-05,01:40:00,Daily,00:00:00,73,1847.27,0,
NRG-GY007,2024-03-04,00:40:00,2024-03-04,00:40:00,2024-03-05,00:35:00,Daily,00:05:00,83,1071.72,0,
NRG-GY009,2024-03-04,00:40:00,2024-03-04,00:40:00,2024-03-05,00:30:00,Daily,00:10:00,77,2962.04,0,
NRG-GY012,2024-03-04,00:40:00,2024-03-04,00:40:00,2024-03-05,00:25:00,Daily,00:15:00,68,1568.89,0,
NRG-GY014,2024-03-04,00:40:00,2024-03-04,00:40:00,2024-03-05,00:20:00,Daily,00:20:00,60,267.09,0,
NRG-GY016,2024-03-04,00:40:00,2024-03-04,00:40:00,2024-03-05,00:15:00,Daily,00:25:00,61,106.89,0,
NRG-GY017,2024-03-04,00:10:00,2024-03-04,00:10:00,2024-03-05,00:10:00,Daily,00:00:00,71,208.2,0,
NRG-GY018,2024-03-04,00:10:00,2024-03-04,00:10:00,2024-03-05,00:05:00,Daily,00:05:00,85,18730.41,0,
NRG-GY019,2024-03-04,00:00:00,2024-03-04,00:00:00,2024-03-05,00:00:00,Daily,00:00:00,58,2693.95,0,
NRG-GY020,2024-03-04,00:40:00,2024-03-04,00:40:00,2024-03-05,00:30:00,Daily,00:10:00,67,512.93,0,
NRG-GY021,2024-03-03,23:50:00,2024-03-03,23:50:00,2024-03-04,23:50:00,Daily,00:00:00,64,332.83,0,
NRG-GY022,2024-03-03,23:50:00,2024-03-03,23:50:00,2024-03-04,23:45:00,Daily,00:05:00,32,125.22,0,
NRG-GY023,2024-03-03,23:40:00,2024-03-03,23:40:00,2024-03-04,23:40:00,Daily,00:00:00,68,409.85,0,
NRG-GY024,2024-03-03,23:30:00,2024-03-03,23:30:00,2024-03-04,23:30:00,Daily,00:00:00,13,0.78,0,
NRG-GY025,2024-03-03,23:40:00,2024-03-03,23:40:00,2024-03-04,23:35:00,Daily,00:05:00,64,60.07,0,
NRG-GY026,2024-03-04,01:40:00,2024-03-04,01:40:00,2024-03-05,01:37:00,Daily,00:03:00,72,355.79,0,
NRG-GY027,2024-03-03,23:30:00,2024-03-03,23:30:00,2024-03-04,23:25:00,Daily,00:05:00,68,38.34,0,
NRG-GY028,2024-03-04,03:20:00,2024-03-04,03:20:00,2024-03-05,03:15:00,Daily,00:05:00,64,16.16,0,
NRG-GY031,2024-03-04,00:40:00,2024-03-04,00:40:00,2024-03-05,00:20:00,Daily,00:20:00,68,9.2,0,
NRG-GY033,2024-03-04,00:40:00,2024-03-04,00:40:00,2024-03-05,00:32:00,Daily,00:08:00,59,2.04,0,
NRG-HN001,2024-03-04,05:00:00,2024-03-04,05:00:00,2024-03-05,05:00:00,Daily,00:00:00,71,2638.15,0,
NRG-HN002,2024-03-01,06:20:00,2024-03-01,06:20:00,2024-03-08,06:05:00,Weekly,00:15:00,0,,0,
NRG-HN003,2024-02-27,05:10:00,2024-02-27,05:10:00,2024-03-05,05:10:00,Weekly,00:00:00,0,,0,
NRG-HN004,2024-03-04,05:20:00,2024-03-04,05:20:00,2024-03-05,05:15:00,Daily,00:05:00,74,1463.17,0,
NRG-HN005,2024-03-04,05:20:00,2024-03-04,05:20:00,2024-03-05,05:20:00,Daily,00:00:00,72,1557.21,0,
NRG-HN006,2024-03-04,06:30:00,2024-03-04,06:30:00,2024-03-05,06:25:00,Daily,00:05:00,77,239.75,0,
NRG-HN007,2024-03-04,05:30:00,2024-03-04,05:30:00,2024-03-05,05:30:00,Daily,00:00:00,53,72.84,0,
NRG-HN008,2024-03-04,04:50:00,2024-03-04,04:50:00,2024-03-05,04:50:00,Daily,00:00:00,53,41.42,0,
NRG-HN009,2024-03-04,05:00:00,2024-03-04,05:00:00,2024-03-05,04:55:00,Daily,00:05:00,55,726.21,0,
NRG-HN010,2024-03-04,07:00:00,2024-03-04,07:00:00,2024-03-05,06:55:00,Daily,00:05:00,42,14.29,0,
NRG-LU001,2024-02-27,05:40:00,2024-02-27,05:40:00,2024-03-05,05:35:00,Weekly,00:05:00,0,,0,
NRG-LU002,2024-03-03,15:30:00,2024-03-03,15:30:00,2024-03-04,15:30:12,Daily,00:00:12,64,816.55,0,
NRG-LU003,2024-02-27,05:50:00,2024-02-27,05:50:00,2024-03-05,05:45:00,Weekly,00:05:00,0,,0,
