Study ID,Last Run Date,Last Run Time,Last Successful Run Date,Last Successful Run Time,Next Run Date,Next Run Time,Occurrence,Estimated Execution Time,N: File Count,N: Total File Size (MB),Problem Detected
EAY191-N4,2023-09-09,00:30:00,2023-09-09,00:30:00,2023-09-10,00:30:00,Daily,00:00:00,68.0,7.97,
NRG-BN001,2023-09-09,01:10:00,2023-09-09,01:10:00,2023-09-10,01:00:00,Daily,00:10:00,61.0,1006.0,
NRG-BN002,2023-09-05,01:20:00,2023-09-05,01:20:00,2023-09-12,01:05:00,Weekly,00:15:00,,,
NRG-BN003,2023-09-09,01:10:00,2023-09-09,01:10:00,2023-09-10,01:10:00,Daily,00:00:00,51.0,94.32,
NRG-BN005,2023-09-09,01:20:00,2023-09-09,01:20:00,2023-09-10,01:15:00,Daily,00:05:00,62.0,130.42,
NRG-BN007,2023-09-09,01:20:00,2023-09-09,01:20:00,2023-09-10,01:20:00,Daily,00:00:00,73.0,893.91,
NRG-BN009,2023-09-09,01:10:00,2023-09-09,01:10:00,2023-09-10,00:55:00,Daily,00:15:00,65.0,10.9,
NRG-BN010,2023-09-09,04:00:00,2023-09-09,04:00:00,2023-09-10,03:59:00,Daily,00:01:00,63.0,32.29,
NRG-BN011,2023-09-08,23:30:00,2023-09-08,23:30:00,2023-09-09,23:24:57,Daily,00:05:03,62.0,177.59,
NRG-BN012,2023-09-09,07:50:00,2023-09-09,07:50:00,2023-09-10,07:45:00,Daily,00:05:00,51.0,18.43,
NRG-BR001,2023-09-05,01:30:00,2023-09-05,01:30:00,2023-09-12,01:25:00,Weekly,00:05:00,,,
NRG-BR002,2023-09-09,02:30:00,2023-09-09,02:30:00,2023-09-10,02:30:00,Daily,00:00:00,55.0,122.55,
NRG-BR003,2023-09-05,01:40:00,2023-09-05,01:40:00,2023-09-12,01:35:00,Weekly,00:05:00,,,
NRG-BR004,2023-09-09,05:10:00,2023-09-09,05:10:00,2023-09-10,05:10:00,Daily,00:00:00,88.0,2672.84,
NRG-BR005,2023-09-09,01:50:00,2023-09-09,01:50:00,2023-09-10,01:45:00,Daily,00:05:00,33.0,25.09,
NRG-BR007,2023-09-09,01:50:00,2023-09-09,01:50:00,2023-09-10,01:50:00,Daily,00:00:00,72.0,425.58,
NRG-CC003,2023-09-09,02:10:00,2023-09-09,02:10:00,2023-09-10,02:05:00,Daily,00:05:00,82.0,537.0,
NRG-CC004,2023-09-09,02:10:00,2023-09-09,02:10:00,2023-09-10,02:10:00,Daily,00:00:00,43.0,229.14,
NRG-CC005,2023-09-09,04:10:00,2023-09-09,04:10:00,2023-09-10,04:05:00,Daily,00:05:00,46.0,184.35,
NRG-CC007CD,2023-09-09,02:20:00,2023-09-09,02:20:00,2023-09-10,02:15:00,Daily,00:05:00,34.0,173.43,
NRG-CC008,2023-09-09,02:20:00,2023-09-09,02:20:00,2023-09-10,02:20:00,Daily,00:00:00,63.0,288.55,
NRG-CC009,2023-09-09,02:30:00,2023-09-09,02:30:00,2023-09-10,02:25:00,Daily,00:05:00,65.0,56.78,
NRG-CC010,2023-09-08,18:40:00,2023-09-08,18:40:00,2023-09-09,18:35:00,Daily,00:05:00,43.0,9.86,
NRG-DT001,2023-09-09,02:30:00,2023-09-09,02:30:00,2023-09-10,02:30:00,Daily,00:00:00,54.0,129.59,
NRG-GI002,2023-09-05,02:40:00,2023-09-05,02:40:00,2023-09-12,02:35:00,Weekly,00:05:00,,,
NRG-GI003,2023-09-09,02:40:00,2023-09-09,02:40:00,2023-09-10,02:40:00,Daily,00:00:00,48.0,162.71,
NRG-GI004,2023-09-09,02:50:00,2023-09-09,02:50:00,2023-09-10,02:50:00,Daily,00:00:00,56.0,423.74,
