Study ID,Last Run Date,Last Run Time,Last Successful Run Date,Last Successful Run Time,Next Run Date,Next Run Time,Occurrence,Estimated Execution Time,N: File Count,N: Total File Size (MB),Problem Detected
NRG-BN001,2023-01-09,01:13:51,2023-01-09,01:13:51,2023-01-10,01:00:00,Daily,00:13:51,61.0,917.09,
NRG-BN002,2023-01-03,01:23:51,2023-01-03,01:23:51,2023-01-10,01:05:00,Weekly,00:18:51,,,
NRG-BN003,2023-01-09,01:13:51,2023-01-09,01:13:51,2023-01-10,01:10:00,Daily,00:03:51,51.0,78.73,
NRG-BN005,2023-01-09,01:33:51,2023-01-09,01:33:51,2023-01-10,01:15:00,Daily,00:18:51,62.0,93.12,
NRG-BN007,2023-01-09,01:33:51,2023-01-09,01:33:51,2023-01-10,01:20:00,Daily,00:13:51,73.0,822.53,
NRG-BN009,2023-01-09,01:13:51,2023-01-09,01:13:51,2023-01-10,00:55:00,Daily,00:18:51,65.0,7.83,
NRG-BN010,2023-01-09,04:03:51,2023-01-09,04:03:51,2023-01-10,03:59:00,Daily,00:04:51,63.0,12.62,
NRG-BN011,2023-01-08,23:23:51,2023-01-08,23:23:51,2023-01-09,23:24:57,Daily,00:01:06,62.0,39.38,
NRG-BN012,2023-01-09,07:53:51,2023-01-09,07:53:51,2023-01-10,07:45:00,Daily,00:08:51,51.0,1.33,
NRG-BR001,2023-01-03,01:43:51,2023-01-03,01:43:51,2023-01-10,01:25:00,Weekly,00:18:51,,,
NRG-BR002,2023-01-09,02:33:51,2023-01-09,02:33:51,2023-01-10,02:30:00,Daily,00:03:51,55.0,119.28,
NRG-BR003,2023-01-03,01:43:51,2023-01-03,01:43:51,2023-01-10,01:35:00,Weekly,00:08:51,,,
NRG-BR004,2023-01-09,05:13:51,2023-01-09,05:13:51,2023-01-10,05:10:00,Daily,00:03:51,88.0,2632.44,
NRG-BR005,2023-01-09,01:53:51,2023-01-09,01:53:51,2023-01-10,01:45:00,Daily,00:08:51,33.0,25.09,
NRG-BR007,2023-01-09,01:53:51,2023-01-09,01:53:51,2023-01-10,01:50:00,Daily,00:03:51,72.0,254.09,
NRG-CC003,2023-01-09,02:13:51,2023-01-09,02:13:51,2023-01-10,02:05:00,Daily,00:08:51,82.0,516.45,
NRG-CC004,2023-01-09,02:13:51,2023-01-09,02:13:51,2023-01-10,02:10:00,Daily,00:03:51,43.0,229.14,
NRG-CC005,2023-01-09,04:13:51,2023-01-09,04:13:51,2023-01-10,04:05:00,Daily,00:08:51,46.0,59.47,
NRG-CC007CD,2023-01-09,02:23:51,2023-01-09,02:23:51,2023-01-10,02:15:00,Daily,00:08:51,34.0,156.16,
NRG-CC008,2023-01-09,02:23:51,2023-01-09,02:23:51,2023-01-10,02:20:00,Daily,00:03:51,63.0,177.39,
NRG-CC009,2023-01-09,02:33:51,2023-01-09,02:33:51,2023-01-10,02:25:00,Daily,00:08:51,65.0,39.08,
NRG-CC010,2023-01-08,18:33:51,,,2023-01-09,18:35:00,Daily,,,,
NRG-DT001,2023-01-09,02:33:51,2023-01-09,02:33:51,2023-01-10,02:30:00,Daily,00:03:51,54.0,125.86,
NRG-GI002,2023-01-03,02:43:51,2023-01-03,02:43:51,2023-01-10,02:35:00,Weekly,00:08:51,,,
NRG-GI003,2023-01-09,02:43:51,2023-01-09,02:43:51,2023-01-10,02:40:00,Daily,00:03:51,48.0,135.46,
NRG-GI004,2023-01-09,02:53:52,2023-01-09,02:53:52,2023-01-10,02:50:00,Daily,00:03:52,53.0,366.32,
NRG-GI005,2023-01-03,03:03:51,2023-01-03,03:03:51,2023-01-10,02:55:00,Weekly,00:08:51,,,
NRG-GI006,2023-01-09,03:03:51,2023-01-09,03:03:51,2023-01-10,03:00:00,Daily,00:03:51,73.0,313.15,
NRG-GI007,2023-01-09,04:43:51,2023-01-09,04:43:51,2023-01-10,04:40:00,Daily,00:03:51,51.0,8.83,
NRG-GI008,2023-01-09,03:43:51,2023-01-09,03:43:51,2023-01-10,03:43:00,Daily,00:00:51,60.0,18.18,
NRG-GU002,2023-01-09,03:13:51,2023-01-09,03:13:51,2023-01-10,03:05:00,Daily,00:08:51,49.0,222.87,
NRG-GU003,2023-01-09,03:13:51,2023-01-09,03:13:51,2023-01-10,03:10:00,Daily,00:03:51,47.0,239.09,
NRG-GU005,2023-01-09,03:23:51,2023-01-09,03:23:51,2023-01-10,03:15:00,Daily,00:08:51,54.0,634.54,
NRG-GU006,2023-01-09,03:23:51,2023-01-09,03:23:51,2023-01-10,03:20:00,Daily,00:03:51,50.0,425.1,
NRG-GU007,2023-01-09,03:33:51,2023-01-09,03:33:51,2023-01-10,03:25:00,Daily,00:08:51,44.0,62.49,
NRG-GU008,2023-01-09,03:33:51,2023-01-09,03:33:51,2023-01-10,03:30:00,Daily,00:03:51,59.0,208.84,
NRG-GU009,2023-01-09,04:43:51,2023-01-09,04:43:51,2023-01-10,04:35:00,Daily,00:08:51,81.0,472.71,
NRG-GU010,2023-01-09,04:53:51,2023-01-09,04:53:51,2023-01-10,04:45:00,Daily,00:08:51,60.0,113.91,
NRG-GU011,2023-01-09,04:23:51,2023-01-09,04:23:51,2023-01-10,04:15:00,Daily,00:08:51,58.0,25.12,
NRG-GY003,2023-01-03,01:23:51,2023-01-03,01:23:51,2023-01-10,00:55:00,Weekly,00:28:51,,,
NRG-GY004,2023-01-03,00:53:51,2023-01-03,00:53:51,2023-01-10,00:50:00,Weekly,00:03:51,,,
NRG-GY005,2023-01-09,00:53:51,2023-01-09,00:53:51,2023-01-10,00:45:00,Daily,00:08:51,67.0,3154.52,
NRG-GY006,2023-01-09,00:53:51,2023-01-09,00:53:51,2023-01-10,00:40:00,Daily,00:13:51,71.0,1756.81,
NRG-GY007,2023-01-09,00:53:51,2023-01-09,00:53:51,2023-01-10,00:35:00,Daily,00:18:51,83.0,1056.06,
NRG-GY009,2023-01-09,00:33:51,2023-01-09,00:33:51,2023-01-10,00:30:00,Daily,00:03:51,77.0,2883.18,
NRG-GY012,2023-01-09,00:33:51,2023-01-09,00:33:51,2023-01-10,00:25:00,Daily,00:08:51,61.0,947.15,
NRG-GY014,2023-01-09,00:23:51,2023-01-09,00:23:51,2023-01-10,00:20:00,Daily,00:03:51,60.0,244.91,
NRG-GY016,2023-01-09,00:23:51,2023-01-09,00:23:51,2023-01-10,00:15:00,Daily,00:08:51,61.0,106.24,
NRG-GY017,2023-01-09,00:13:51,2023-01-09,00:13:51,2023-01-10,00:10:00,Daily,00:03:51,71.0,208.18,
NRG-GY018,2023-01-09,01:13:51,2023-01-09,01:13:51,2023-01-10,01:05:00,Daily,00:08:51,79.0,4102.0,
