Study ID,Last Run Date,Last Run Time,Last Successful Run Date,Last Successful Run Time,Next Run Date,Next Run Time,Occurrence,Estimated Execution Time,N: File Count,N: Total File Size (MB),Number of Stale Data Files Detected,Problem Detected
EAY191-N4,2023-09-28,00:30:00,2023-09-28,00:30:00,2023-09-29,00:30:00,Daily,00:00:00,68,11.78,0,
NRG-BN001,2023-09-28,01:10:00,2023-09-28,01:10:00,2023-09-29,01:00:00,Daily,00:10:00,61,1006.52,0,
NRG-BN002,2023-09-26,01:20:00,2023-09-26,01:20:00,2023-10-03,01:05:00,Weekly,00:15:00,0,,0,
NRG-BN003,2023-09-28,01:10:00,2023-09-28,01:10:00,2023-09-29,01:10:00,Daily,00:00:00,51,95.82,0,
NRG-BN005,2023-09-28,01:20:00,2023-09-28,01:20:00,2023-09-29,01:15:00,Daily,00:05:00,62,132.6,0,
NRG-BN007,2023-09-28,01:20:00,2023-09-28,01:20:00,2023-09-29,01:20:00,Daily,00:00:00,73,894.16,0,
NRG-BN009,2023-09-28,01:10:00,2023-09-28,01:10:00,2023-09-29,00:55:00,Daily,00:15:00,65,12.38,0,
NRG-BN010,2023-09-28,04:00:00,2023-09-28,04:00:00,2023-09-29,03:59:00,Daily,00:01:00,63,34.06,0,
NRG-BN011,2023-09-27,23:30:00,2023-09-27,23:30:00,2023-09-28,23:24:57,Daily,00:05:03,62,188.05,62,[D] Stale data detected
NRG-BN012,2023-09-28,07:50:00,2023-09-28,07:50:00,2023-09-29,07:45:00,Daily,00:05:00,51,20.3,0,
NRG-BR001,2023-09-26,01:30:00,2023-09-26,01:30:00,2023-10-03,01:25:00,Weekly,00:05:00,0,,0,
NRG-BR002,2023-09-28,02:30:00,2023-09-28,02:30:00,2023-09-29,02:30:00,Daily,00:00:00,55,122.78,0,
NRG-BR003,2023-09-26,01:40:00,2023-09-26,01:40:00,2023-10-03,01:35:00,Weekly,00:05:00,0,,0,
NRG-BR004,2023-09-28,05:10:00,2023-09-28,05:10:00,2023-09-29,05:10:00,Daily,00:00:00,88,2673.64,0,
NRG-BR005,2023-09-28,01:50:00,2023-09-28,01:50:00,2023-09-29,01:45:00,Daily,00:05:00,35,27.31,0,
NRG-BR007,2023-09-28,01:50:00,2023-09-28,01:50:00,2023-09-29,01:50:00,Daily,00:00:00,72,435.2,0,
NRG-CC003,2023-09-28,02:20:00,2023-09-28,02:20:00,2023-09-29,02:05:00,Daily,00:15:00,82,537.51,0,
NRG-CC004,2023-09-28,02:20:00,2023-09-28,02:20:00,2023-09-29,02:10:00,Daily,00:10:00,43,229.14,0,
NRG-CC005,2023-09-28,04:10:00,2023-09-28,04:10:00,2023-09-29,04:05:00,Daily,00:05:00,46,193.81,0,
NRG-CC007CD,2023-09-28,02:20:00,2023-09-28,02:20:00,2023-09-29,02:15:00,Daily,00:05:00,34,175.79,0,
NRG-CC008,2023-09-28,02:20:00,2023-09-28,02:20:00,2023-09-29,02:20:00,Daily,00:00:00,63,298.63,0,
NRG-CC009,2023-09-28,02:30:00,2023-09-28,02:30:00,2023-09-29,02:25:00,Daily,00:05:00,65,57.95,0,
NRG-CC010,2023-09-27,18:40:00,2023-09-27,18:40:00,2023-09-28,18:35:00,Daily,00:05:00,43,10.89,43,[D] Stale data detected
NRG-DT001,2023-09-28,02:30:00,2023-09-28,02:30:00,2023-09-29,02:30:00,Daily,00:00:00,54,129.86,0,
NRG-GI002,2023-09-26,02:40:00,2023-09-26,02:40:00,2023-10-03,02:35:00,Weekly,00:05:00,0,,0,
NRG-GI003,2023-09-28,02:40:00,2023-09-28,02:40:00,2023-09-29,02:40:00,Daily,00:00:00,48,164.1,0,
NRG-GI004,2023-09-28,02:50:00,2023-09-28,02:50:00,2023-09-29,02:50:00,Daily,00:00:00,56,426.86,0,
NRG-GI005,2023-09-23,03:00:00,2023-09-23,03:00:00,2023-09-30,02:55:00,Weekly,00:05:00,0,,0,
NRG-GI006,2023-09-28,03:00:00,2023-09-28,03:00:00,2023-09-29,03:00:00,Daily,00:00:00,73,392.34,0,
NRG-GI007,2023-09-28,04:40:00,2023-09-28,04:40:00,2023-09-29,04:40:00,Daily,00:00:00,51,15.39,0,
NRG-GI008,2023-09-28,03:50:00,2023-09-28,03:50:00,2023-09-29,03:43:00,Daily,00:07:00,60,114.31,0,
NRG-GU002,2023-09-28,03:10:00,2023-09-28,03:10:00,2023-09-29,03:05:00,Daily,00:05:00,49,243.12,0,
NRG-GU003,2023-09-28,03:10:00,2023-09-28,03:10:00,2023-09-29,03:10:00,Daily,00:00:00,47,256.9,0,
NRG-GU005,2023-09-28,03:20:00,2023-09-28,03:20:00,2023-09-29,03:15:00,Daily,00:05:00,54,704.33,0,
NRG-GU006,2023-09-28,03:20:00,2023-09-28,03:20:00,2023-09-29,03:20:00,Daily,00:00:00,50,461.51,0,
NRG-GU007,2023-09-28,03:30:00,2023-09-28,03:30:00,2023-09-29,03:25:00,Daily,00:05:00,44,82.71,0,
NRG-GU008,2023-09-28,03:30:00,2023-09-28,03:30:00,2023-09-29,03:30:00,Daily,00:00:00,59,353.36,0,
NRG-GU009,2023-09-28,04:40:00,2023-09-28,04:40:00,2023-09-29,04:35:00,Daily,00:05:00,8,89.09,8,[D] Stale data detected
NRG-GU010,2023-09-28,04:50:00,2023-09-28,04:50:00,2023-09-29,04:45:00,Daily,00:05:00,60,471.7,0,
NRG-GU011,2023-09-28,04:20:00,2023-09-28,04:20:00,2023-09-29,04:15:00,Daily,00:05:00,58,64.71,0,
NRG-GU012,2023-02-15,16:43:51,,,2023-02-15,16:51:56.963000,Daily,,59,6.27,0,
NRG-GU012,2023-09-28,07:50:00,2023-09-28,07:50:00,2023-09-29,07:50:00,Daily,00:00:00,59,6.27,0,
NRG-GY003,2023-09-26,01:20:00,2023-09-26,01:20:00,2023-10-03,00:55:00,Weekly,00:25:00,0,,0,
NRG-GY004,2023-09-26,00:50:00,2023-09-26,00:50:00,2023-10-03,00:50:00,Weekly,00:00:00,0,,0,
NRG-GY005,2023-09-28,00:50:00,2023-09-28,00:50:00,2023-09-29,00:45:00,Daily,00:05:00,67,3178.3,0,
NRG-GY006,2023-09-28,00:50:00,2023-09-28,00:50:00,2023-09-29,00:40:00,Daily,00:10:00,71,1818.52,0,
NRG-GY007,2023-09-28,00:50:00,2023-09-28,00:50:00,2023-09-29,00:35:00,Daily,00:15:00,83,1067.55,0,
NRG-GY009,2023-09-28,00:30:00,2023-09-28,00:30:00,2023-09-29,00:30:00,Daily,00:00:00,77,2947.63,0,
NRG-GY012,2023-09-28,00:30:00,2023-09-28,00:30:00,2023-09-29,00:25:00,Daily,00:05:00,68,1421.87,0,
NRG-GY014,2023-09-28,00:30:00,2023-09-28,00:30:00,2023-09-29,00:20:00,Daily,00:10:00,60,263.13,0,
NRG-GY016,2023-09-28,00:30:00,2023-09-28,00:30:00,2023-09-29,00:15:00,Daily,00:15:00,61,106.36,0,
NRG-GY017,2023-09-28,00:10:00,2023-09-28,00:10:00,2023-09-29,00:10:00,Daily,00:00:00,71,208.2,0,
NRG-GY018,2023-09-28,00:10:00,2023-09-28,00:10:00,2023-09-29,00:05:00,Daily,00:05:00,84,17708.44,0,
NRG-GY019,2023-09-28,00:00:00,2023-09-28,00:00:00,2023-09-29,00:00:00,Daily,00:00:00,58,2185.84,0,
NRG-GY020,2023-09-28,00:30:00,2023-09-28,00:30:00,2023-09-29,00:30:00,Daily,00:00:00,67,501.16,0,
NRG-GY021,2023-09-27,23:50:00,2023-09-27,23:50:00,2023-09-28,23:50:00,Daily,00:00:00,64,332.26,64,[D] Stale data detected
NRG-GY022,2023-09-27,23:50:00,2023-09-27,23:50:00,2023-09-28,23:45:00,Daily,00:05:00,32,118.17,32,[D] Stale data detected
NRG-GY023,2023-09-27,23:40:00,2023-09-27,23:40:00,2023-09-28,23:40:00,Daily,00:00:00,68,397.72,68,[D] Stale data detected
NRG-GY024,2023-09-27,23:30:00,2023-09-27,23:30:00,2023-09-28,23:30:00,Daily,00:00:00,13,0.64,13,[D] Stale data detected
NRG-GY025,2023-09-27,23:40:00,2023-09-11,23:40:00,2023-09-28,23:35:00,Daily,00:05:00,0,,0,
NRG-GY026,2023-09-28,01:40:00,2023-09-06,01:40:00,2023-09-29,01:37:00,Daily,00:03:00,0,,0,[H] Zip file creation process failed but files found in N drive
NRG-GY027,2023-09-27,23:30:00,2023-09-27,23:30:00,2023-09-28,23:25:00,Daily,00:05:00,68,23.6,68,[D] Stale data detected
NRG-GY028,2023-09-28,03:20:00,2023-09-28,03:20:00,2023-09-29,03:15:00,Daily,00:05:00,64,12.26,0,
NRG-HN001,2023-09-28,05:00:00,2023-09-28,05:00:00,2023-09-29,05:00:00,Daily,00:00:00,71,2567.56,0,
NRG-HN002,2023-09-22,06:10:00,2023-09-22,06:10:00,2023-09-29,06:05:00,Weekly,00:05:00,0,,0,
NRG-HN003,2023-09-26,05:10:00,2023-09-26,05:10:00,2023-10-03,05:10:00,Weekly,00:00:00,0,,0,
NRG-HN004,2023-09-28,05:20:00,2023-09-28,05:20:00,2023-09-29,05:15:00,Daily,00:05:00,74,1452.32,0,
NRG-HN005,2023-09-28,05:20:00,2023-09-28,05:20:00,2023-09-29,05:20:00,Daily,00:00:00,72,1403.67,0,
NRG-HN006,2023-09-27,21:10:00,2023-09-27,21:10:00,2023-09-28,21:04:03,Daily,00:05:57,76,199.63,76,[D] Stale data detected
NRG-HN007,2023-09-28,05:30:00,2023-09-28,05:30:00,2023-09-29,05:30:00,Daily,00:00:00,53,72.84,0,
NRG-HN008,2023-09-28,04:50:00,2023-09-28,04:50:00,2023-09-29,04:50:00,Daily,00:00:00,53,33.38,0,
NRG-HN009,2023-09-28,05:00:00,2023-09-28,05:00:00,2023-09-29,04:55:00,Daily,00:05:00,55,473.01,0,
NRG-HN010,2023-09-28,07:00:00,2023-09-28,07:00:00,2023-09-29,06:55:00,Daily,00:05:00,42,3.58,0,
NRG-LU001,2023-09-26,05:40:00,2023-09-26,05:40:00,2023-10-03,05:35:00,Weekly,00:05:00,0,,0,
NRG-LU002,2023-09-27,15:40:00,2023-09-27,15:40:00,2023-09-28,15:30:12,Daily,00:09:48,64,795.55,64,[D] Stale data detected
NRG-LU003,2023-09-26,05:50:00,2023-09-26,05:50:00,2023-10-03,05:45:00,Weekly,00:05:00,0,,0,
NRG-LU004,2023-09-28,05:50:00,2023-09-28,05:50:00,2023-09-29,05:50:00,Daily,00:00:00,46,134.82,0,
NRG-LU005,2023-09-28,06:00:00,2023-09-28,06:00:00,2023-09-29,05:55:00,Daily,00:05:00,84,4000.17,0,
NRG-LU006,2023-09-28,06:00:00,2023-09-28,06:00:00,2023-09-29,06:00:00,Daily,00:00:00,56,30.49,0,
NRG-LU007,2023-09-28,06:20:00,2023-09-28,06:20:00,2023-09-29,06:05:00,Daily,00:15:00,53,170.46,0,
NRG-LU008,2023-09-27,15:50:00,2023-09-27,15:50:00,2023-09-28,15:48:00,Daily,00:02:00,67,6.05,67,[D] Stale data detected
NSABP-B-55,2023-09-28,02:00:00,2023-09-28,02:00:00,2023-09-29,01:57:00,Daily,00:03:00,117,2140.64,0,
RTOG-1112,2023-09-28,06:20:00,2023-09-28,06:20:00,2023-09-29,06:10:00,Daily,00:10:00,52,617.64,0,
RTOG-1115,2023-09-26,06:20:00,2023-09-26,06:20:00,2023-10-03,06:15:00,Weekly,00:05:00,0,,0,
RTOG-1216,2023-09-28,06:20:00,2023-09-28,06:20:00,2023-09-29,06:20:00,Daily,00:00:00,77,1239.85,0,
