Study ID,Last Run Date,Last Run Time,Last Successful Run Date,Last Successful Run Time,Next Run Date,Next Run Time,Occurrence,Estimated Execution Time,N: File Count,N: Total File Size (MB),Problem Detected
EAY191-N4,2023-08-06,00:30:00,2023-08-06,00:30:00,2023-08-07,00:30:00,Daily,00:00:00,68.0,3.61,
NRG-BN001,2023-08-06,01:10:00,2023-08-06,01:10:00,2023-08-07,01:00:00,Daily,00:10:00,61.0,1005.59,
NRG-BN002,2023-08-01,01:10:00,2023-08-01,01:10:00,2023-08-08,01:05:00,Weekly,00:05:00,,,
NRG-BN003,2023-08-06,01:10:00,2023-08-06,01:10:00,2023-08-07,01:10:00,Daily,00:00:00,51.0,91.99,
NRG-BN005,2023-08-06,01:20:00,2023-08-06,01:20:00,2023-08-07,01:15:00,Daily,00:05:00,62.0,126.13,
NRG-BN007,2023-08-06,01:20:00,2023-08-06,01:20:00,2023-08-07,01:20:00,Daily,00:00:00,73.0,887.75,
NRG-BN009,2023-08-06,01:10:00,2023-08-06,01:10:00,2023-08-07,00:55:00,Daily,00:15:00,65.0,10.79,
NRG-BN010,2023-08-06,04:00:00,2023-08-06,04:00:00,2023-08-07,03:59:00,Daily,00:01:00,63.0,28.46,
NRG-BN011,2023-08-05,23:30:00,2023-08-05,23:30:00,2023-08-06,23:24:57,Daily,00:05:03,62.0,159.45,
NRG-BN012,2023-08-06,07:50:00,2023-08-06,07:50:00,2023-08-07,07:45:00,Daily,00:05:00,51.0,14.44,
NRG-BR001,2023-08-01,01:30:00,2023-08-01,01:30:00,2023-08-08,01:25:00,Weekly,00:05:00,,,
NRG-BR002,2023-08-06,02:30:00,2023-08-06,02:30:00,2023-08-07,02:30:00,Daily,00:00:00,55.0,121.74,
NRG-BR003,2023-08-01,01:40:00,2023-08-01,01:40:00,2023-08-08,01:35:00,Weekly,00:05:00,,,
NRG-BR004,2023-08-06,05:10:00,2023-08-06,05:10:00,2023-08-07,05:10:00,Daily,00:00:00,88.0,2668.45,
NRG-BR005,2023-08-06,01:50:00,2023-08-06,01:50:00,2023-08-07,01:45:00,Daily,00:05:00,33.0,25.09,
NRG-BR007,2023-08-06,01:50:00,2023-08-06,01:50:00,2023-08-07,01:50:00,Daily,00:00:00,72.0,405.98,
NRG-CC003,2023-08-06,02:10:00,2023-08-06,02:10:00,2023-08-07,02:05:00,Daily,00:05:00,82.0,536.32,
NRG-CC004,2023-08-06,02:10:00,2023-08-06,02:10:00,2023-08-07,02:10:00,Daily,00:00:00,43.0,229.14,
NRG-CC005,2023-08-06,04:10:00,2023-08-06,04:10:00,2023-08-07,04:05:00,Daily,00:05:00,46.0,165.88,
NRG-CC007CD,2023-08-06,02:20:00,2023-08-06,02:20:00,2023-08-07,02:15:00,Daily,00:05:00,34.0,171.18,
NRG-CC008,2023-08-06,02:20:00,2023-08-06,02:20:00,2023-08-07,02:20:00,Daily,00:00:00,63.0,271.97,
NRG-CC009,2023-08-06,02:30:00,2023-08-06,02:30:00,2023-08-07,02:25:00,Daily,00:05:00,65.0,55.2,
NRG-CC010,2023-08-05,18:40:00,2023-08-05,18:40:00,2023-08-06,18:35:00,Daily,00:05:00,43.0,8.07,
NRG-DT001,2023-08-06,02:30:00,2023-08-06,02:30:00,2023-08-07,02:30:00,Daily,00:00:00,54.0,129.5,
NRG-GI002,2023-08-01,02:40:00,2023-08-01,02:40:00,2023-08-08,02:35:00,Weekly,00:05:00,,,
NRG-GI003,2023-08-06,02:40:00,2023-08-06,02:40:00,2023-08-07,02:40:00,Daily,00:00:00,48.0,158.95,
NRG-GI004,2023-08-06,02:50:00,2023-08-06,02:50:00,2023-08-07,02:50:00,Daily,00:00:00,56.0,419.69,
NRG-GI005,2023-08-05,03:00:00,2023-08-05,03:00:00,2023-08-12,02:55:00,Weekly,00:05:00,,,
NRG-GI006,2023-08-06,03:00:00,2023-08-06,03:00:00,2023-08-07,03:00:00,Daily,00:00:00,73.0,371.06,
NRG-GI007,2023-08-06,04:40:00,2023-08-06,04:40:00,2023-08-07,04:40:00,Daily,00:00:00,51.0,14.36,
NRG-GI008,2023-08-06,03:50:00,2023-08-06,03:50:00,2023-08-07,03:43:00,Daily,00:07:00,60.0,95.53,
NRG-GU002,2023-08-06,03:10:00,2023-08-06,03:10:00,2023-08-07,03:05:00,Daily,00:05:00,49.0,240.97,
NRG-GU003,2023-08-06,03:10:00,2023-08-06,03:10:00,2023-08-07,03:10:00,Daily,00:00:00,47.0,253.96,
NRG-GU005,2023-08-06,03:20:00,2023-08-06,03:20:00,2023-08-07,03:15:00,Daily,00:05:00,54.0,691.85,
NRG-GU006,2023-08-06,03:20:00,2023-08-06,03:20:00,2023-08-07,03:20:00,Daily,00:00:00,50.0,457.8,
NRG-GU007,2023-08-06,03:30:00,2023-08-06,03:30:00,2023-08-07,03:25:00,Daily,00:05:00,44.0,79.04,
NRG-GU008,2023-08-06,03:30:00,2023-08-06,03:30:00,2023-08-07,03:30:00,Daily,00:00:00,59.0,326.5,
NRG-GU009,2023-08-06,04:40:00,2023-08-06,04:40:00,2023-08-07,04:35:00,Daily,00:05:00,81.0,1139.42,
NRG-GU010,2023-08-06,04:50:00,2023-08-06,04:50:00,2023-08-07,04:45:00,Daily,00:05:00,60.0,379.0,
NRG-GU011,2023-08-06,04:20:00,2023-08-06,04:20:00,2023-08-07,04:15:00,Daily,00:05:00,58.0,58.89,
NRG-GU012,2023-02-15,16:43:51,,,2023-02-15,16:51:56.963000,Daily,,59.0,4.42,
NRG-GU012,2023-08-06,07:50:00,2023-08-06,07:50:00,2023-08-07,07:50:00,Daily,00:00:00,59.0,4.42,
NRG-GY003,2023-08-01,01:10:00,2023-08-01,01:10:00,2023-08-08,00:55:00,Weekly,00:15:00,,,
NRG-GY004,2023-08-01,00:50:00,2023-08-01,00:50:00,2023-08-08,00:50:00,Weekly,00:00:00,,,
NRG-GY005,2023-08-06,00:50:00,2023-08-06,00:50:00,2023-08-07,00:45:00,Daily,00:05:00,67.0,3176.3,
NRG-GY006,2023-08-06,00:50:00,2023-08-06,00:50:00,2023-08-07,00:40:00,Daily,00:10:00,71.0,1803.64,
NRG-GY007,2023-08-06,00:50:00,2023-08-06,00:50:00,2023-08-07,00:35:00,Daily,00:15:00,83.0,1066.15,
