Study ID,Last Run Date,Last Run Time,Last Successful Run Date,Last Successful Run Time,Next Run Date,Next Run Time,Occurrence,Estimated Execution Time,N: File Count,N: Total File Size (MB),Number of Stale Data Files Detected,Problem Detected
EAY191-N4,2024-03-15,00:30:00,2024-03-15,00:30:00,2024-03-16,00:30:00,Daily,00:00:00,68,49.57,0,
NRG-BN001,2024-03-15,01:00:00,2024-03-15,01:00:00,2024-03-16,01:00:00,Daily,00:00:00,61,1010.09,0,
NRG-BN002,2024-03-12,01:20:00,2024-03-12,01:20:00,2024-03-19,01:05:00,Weekly,00:15:00,0,,0,
NRG-BN003,2024-03-15,02:10:00,2024-03-15,02:10:00,2024-03-16,02:10:00,Daily,00:00:00,53,107.2,0,
NRG-BN005,2024-03-15,01:20:00,2024-03-15,01:20:00,2024-03-16,01:15:00,Daily,00:05:00,62,147.96,0,
NRG-BN007,2024-03-15,01:20:00,2024-03-15,01:20:00,2024-03-16,01:20:00,Daily,00:00:00,73,906.9,0,
NRG-BN009,2024-03-15,01:00:00,2024-03-15,01:00:00,2024-03-16,00:55:00,Daily,00:05:00,65,19.18,0,
NRG-BN010,2024-03-15,04:00:00,2024-03-15,04:00:00,2024-03-16,03:59:00,Daily,00:01:00,63,46.17,0,
NRG-BN011,2024-03-14,23:30:00,2024-03-14,23:30:00,2024-03-15,23:24:57,Daily,00:05:03,62,327.92,0,
NRG-BN012,2024-03-15,07:50:00,2024-03-15,07:50:00,2024-03-16,07:45:00,Daily,00:05:00,51,49.16,0,
NRG-BR001,2024-03-12,01:30:00,2024-03-12,01:30:00,2024-03-19,01:25:00,Weekly,00:05:00,0,,0,
NRG-BR002,2024-03-15,02:30:00,2024-03-15,02:30:00,2024-03-16,02:30:00,Daily,00:00:00,55,123.8,0,
NRG-BR003,2024-03-14,02:40:00,2024-03-14,02:40:00,2024-03-21,02:35:00,Weekly,00:05:00,0,,0,
NRG-BR004,2024-03-15,05:10:00,2024-03-15,05:10:00,2024-03-16,05:10:00,Daily,00:00:00,88,2691.22,0,
NRG-BR005,2024-03-15,01:50:00,2024-03-15,01:50:00,2024-03-16,01:45:00,Daily,00:05:00,35,27.31,0,
NRG-BR007,2024-03-15,01:50:00,2024-03-15,01:50:00,2024-03-16,01:50:00,Daily,00:00:00,72,530.29,0,
NRG-BR008,2024-03-14,23:20:00,2024-03-14,23:20:00,2024-03-15,23:20:00,Daily,00:00:00,70,10.09,0,
NRG-BR009,2024-03-15,00:10:00,2024-03-15,00:10:00,2024-03-16,00:10:00,Daily,00:00:00,62,10.11,0,
NRG-CC003,2024-03-15,02:10:00,2024-03-15,02:10:00,2024-03-16,02:05:00,Daily,00:05:00,82,544.58,0,
NRG-CC004,2024-03-15,02:10:00,2024-03-15,02:10:00,2024-03-16,02:10:00,Daily,00:00:00,43,229.14,0,
NRG-CC005,2024-03-15,04:10:00,2024-03-15,04:10:00,2024-03-16,04:05:00,Daily,00:05:00,46,269.08,0,
NRG-CC007CD,2024-03-15,02:20:00,2024-03-15,02:20:00,2024-03-16,02:15:00,Daily,00:05:00,34,183.44,0,
NRG-CC008,2024-03-15,02:20:00,2024-03-15,02:20:00,2024-03-16,02:20:00,Daily,00:00:00,63,393.94,0,
NRG-CC009,2024-03-15,02:30:00,2024-03-15,02:30:00,2024-03-16,02:25:00,Daily,00:05:00,65,82.68,0,
NRG-CC010,2024-03-14,18:40:00,2024-03-14,18:40:00,2024-03-15,18:35:00,Daily,00:05:00,43,27.48,0,
NRG-DT001,2024-03-15,02:30:00,2024-03-15,02:30:00,2024-03-16,02:30:00,Daily,00:00:00,54,132.12,0,
NRGF-001,2024-03-15,07:50:00,2024-03-15,07:50:00,2024-03-16,07:48:00,Daily,00:02:00,42,0.99,0,
NRG-GI002,2024-03-15,03:40:00,2024-03-15,03:40:00,2024-03-16,03:35:00,Daily,00:05:00,60,1700.23,0,
NRG-GI003,2024-03-15,02:40:00,2024-03-15,02:40:00,2024-03-16,02:40:00,Daily,00:00:00,48,190.93,0,
NRG-GI004,2024-03-15,02:50:00,2024-03-15,02:50:00,2024-03-16,02:50:00,Daily,00:00:00,56,450.19,0,
NRG-GI005,2024-03-09,03:00:00,2024-03-09,03:00:00,2024-03-16,02:55:00,Weekly,00:05:00,0,,0,
NRG-GI006,2024-03-15,03:00:00,2024-03-15,03:00:00,2024-03-16,03:00:00,Daily,00:00:00,73,465.6,0,
NRG-GI007,2024-03-15,04:40:00,2024-03-15,04:40:00,2024-03-16,04:40:00,Daily,00:00:00,51,26.94,0,
NRG-GI008,2024-03-15,03:50:00,2024-03-15,03:50:00,2024-03-16,03:43:00,Daily,00:07:00,61,204.62,0,
NRG-GU002,2024-03-15,03:10:00,2024-03-15,03:10:00,2024-03-16,03:05:00,Daily,00:05:00,49,251.38,0,
NRG-GU003,2024-03-15,03:10:00,2024-03-15,03:10:00,2024-03-16,03:10:00,Daily,00:00:00,47,261.36,0,
NRG-GU005,2024-03-15,03:20:00,2024-03-15,03:20:00,2024-03-16,03:15:00,Daily,00:05:00,54,743.75,0,
NRG-GU006,2024-03-15,03:20:00,2024-03-15,03:20:00,2024-03-16,03:20:00,Daily,00:00:00,50,472.57,0,
