Study ID,Last Run Date,Last Run Time,Last Successful Run Date,Last Successful Run Time,Next Run Date,Next Run Time,Occurrence,Estimated Execution Time,N: File Count,N: Total File Size (MB),Problem Detected
NRG-BN001,2022-11-11,01:13:51,2022-11-11,01:13:51,2022-11-12,01:00:00,Daily,00:13:51,61.0,914.84,
NRG-BN002,2022-11-08,01:13:51,2022-11-08,01:13:51,2022-11-15,01:05:00,Weekly,00:08:51,,,
NRG-BN003,2022-11-11,01:13:51,2022-11-11,01:13:51,2022-11-12,01:10:00,Daily,00:03:51,51.0,76.91,
NRG-BN005,2022-11-11,01:33:51,2022-11-11,01:33:51,2022-11-12,01:15:00,Daily,00:18:51,62.0,86.76,
NRG-BN007,2022-11-11,01:33:51,2022-11-11,01:33:51,2022-11-12,01:20:00,Daily,00:13:51,73.0,788.22,
NRG-BN009,2022-11-11,01:13:51,2022-11-11,01:13:51,2022-11-12,00:55:00,Daily,00:18:51,65.0,7.63,
NRG-BN010,2022-11-11,04:03:51,2022-11-11,04:03:51,2022-11-12,03:59:00,Daily,00:04:51,63.0,8.27,
NRG-BN011,2022-11-10,23:23:51,2022-11-10,23:23:51,2022-11-11,23:24:57,Daily,00:01:06,62.0,20.45,
NRG-BR001,2022-11-08,01:33:51,2022-11-08,01:33:51,2022-11-15,01:25:00,Weekly,00:08:51,,,
NRG-BR002,2022-11-11,02:33:55,2022-11-11,02:33:55,2022-11-12,02:30:00,Daily,00:03:55,55.0,118.64,
NRG-BR003,2022-11-08,01:43:51,2022-11-08,01:43:51,2022-11-15,01:35:00,Weekly,00:08:51,,,
NRG-BR004,2022-11-11,05:13:51,2022-11-11,05:13:51,2022-11-12,05:10:00,Daily,00:03:51,88.0,2625.67,
NRG-BR005,2022-11-11,02:33:55,2022-11-11,02:33:55,2022-11-12,01:45:00,Daily,00:48:55,33.0,25.07,
NRG-BR007,2022-11-11,02:33:55,2022-11-11,02:33:55,2022-11-12,01:50:00,Daily,00:43:55,72.0,214.85,
NRG-CC003,2022-11-11,02:33:55,2022-11-11,02:33:55,2022-11-12,02:05:00,Daily,00:28:55,82.0,505.77,
NRG-CC004,2022-11-11,02:33:55,2022-11-11,02:33:55,2022-11-12,02:10:00,Daily,00:23:55,43.0,229.14,
NRG-CC005,2022-11-11,04:13:51,2022-11-11,04:13:51,2022-11-12,04:05:00,Daily,00:08:51,46.0,47.6,
NRG-CC007CD,2022-11-11,02:33:55,2022-11-11,02:33:55,2022-11-12,02:15:00,Daily,00:18:55,34.0,151.6,
NRG-CC008,2022-11-11,02:33:55,2022-11-11,02:33:55,2022-11-12,02:20:00,Daily,00:13:55,63.0,155.49,
NRG-CC009,2022-11-11,02:33:55,2022-11-11,02:33:55,2022-11-12,02:25:00,Daily,00:08:55,65.0,30.16,
NRG-DT001,2022-11-11,02:33:55,2022-11-11,02:33:55,2022-11-12,02:30:00,Daily,00:03:55,54.0,119.83,
