Study ID,Last Run Date,Last Run Time,Last Successful Run Date,Last Successful Run Time,Next Run Date,Next Run Time,Occurrence,Estimated Execution Time,N: File Count,N: Total File Size (MB),Number of Stale Data Files Detected,Problem Detected
EAY191-N4,2024-01-12,00:30:00,2024-01-12,00:30:00,2024-01-13,00:30:00,Daily,00:00:00,68,33.01,0,
NRG-BN001,2024-01-12,01:00:00,2024-01-12,01:00:00,2024-01-13,01:00:00,Daily,00:00:00,61,1009.18,0,
NRG-BN002,2024-01-09,01:30:00,2024-01-09,01:30:00,2024-01-16,01:05:00,Weekly,00:25:00,0,,0,
NRG-BN003,2024-01-12,02:20:00,2024-01-12,02:20:00,2024-01-13,02:10:00,Daily,00:10:00,53,104.25,0,
NRG-BN005,2024-01-12,01:20:00,2024-01-12,01:20:00,2024-01-13,01:15:00,Daily,00:05:00,62,140.21,0,
NRG-BN007,2024-01-12,01:20:00,2024-01-12,01:20:00,2024-01-13,01:20:00,Daily,00:00:00,73,901.78,0,
NRG-BN009,2024-01-12,01:00:00,2024-01-12,01:00:00,2024-01-13,00:55:00,Daily,00:05:00,65,17.72,0,
NRG-BN010,2024-01-12,04:00:00,2024-01-12,04:00:00,2024-01-13,03:59:00,Daily,00:01:00,63,40.97,0,
NRG-BN011,2024-01-11,23:30:00,2024-01-11,23:30:00,2024-01-12,23:24:57,Daily,00:05:03,62,263.42,0,
NRG-BN012,2024-01-12,07:50:00,2024-01-12,07:50:00,2024-01-13,07:45:00,Daily,00:05:00,51,34.45,0,
NRG-BR001,2024-01-09,01:30:00,2024-01-09,01:30:00,2024-01-16,01:25:00,Weekly,00:05:00,0,,0,
NRG-BR002,2024-01-12,02:30:00,2024-01-12,02:30:00,2024-01-13,02:30:00,Daily,00:00:00,55,123.64,0,
NRG-BR003,2024-01-09,01:40:00,2024-01-09,01:40:00,2024-01-16,01:35:00,Weekly,00:05:00,0,,0,
NRG-BR004,2024-01-12,05:10:00,2024-01-12,05:10:00,2024-01-13,05:10:00,Daily,00:00:00,88,2680.51,0,
NRG-BR005,2024-01-12,01:50:00,2024-01-12,01:50:00,2024-01-13,01:45:00,Daily,00:05:00,35,27.31,0,
NRG-BR007,2024-01-12,01:50:00,2024-01-12,01:50:00,2024-01-13,01:50:00,Daily,00:00:00,72,492.16,0,
NRG-BR008,2024-01-11,23:20:00,2024-01-11,23:20:00,2024-01-12,23:20:00,Daily,00:00:00,70,6.13,0,
NRG-BR009,2024-01-12,00:10:00,2024-01-12,00:10:00,2024-01-13,00:10:00,Daily,00:00:00,62,3.25,0,
NRG-CC003,2024-01-12,02:20:00,2024-01-12,02:20:00,2024-01-13,02:05:00,Daily,00:15:00,82,542.34,0,
NRG-CC004,2024-01-12,02:20:00,2024-01-12,02:20:00,2024-01-13,02:10:00,Daily,00:10:00,43,229.14,0,
NRG-CC005,2024-01-12,04:10:00,2024-01-12,04:10:00,2024-01-13,04:05:00,Daily,00:05:00,46,234.71,0,
NRG-CC007CD,2024-01-12,02:20:00,2024-01-12,02:20:00,2024-01-13,02:15:00,Daily,00:05:00,34,181.88,0,
NRG-CC008,2024-01-12,02:20:00,2024-01-12,02:20:00,2024-01-13,02:20:00,Daily,00:00:00,63,361.47,0,
NRG-CC009,2024-01-12,02:30:00,2024-01-12,02:30:00,2024-01-13,02:25:00,Daily,00:05:00,65,74.68,0,
NRG-CC010,2024-01-11,18:40:00,2024-01-11,18:40:00,2024-01-12,18:35:00,Daily,00:05:00,43,19.69,0,
NRG-DT001,2024-01-12,02:30:00,2024-01-12,02:30:00,2024-01-13,02:30:00,Daily,00:00:00,54,130.24,0,
NRG-GI002,2024-01-09,02:40:00,2024-01-09,02:40:00,2024-01-16,02:35:00,Weekly,00:05:00,0,,0,
NRG-GI003,2024-01-12,02:40:00,2024-01-12,02:40:00,2024-01-13,02:40:00,Daily,00:00:00,48,181.4,0,
NRG-GI004,2024-01-12,02:50:00,2024-01-12,02:50:00,2024-01-13,02:50:00,Daily,00:00:00,56,440.13,0,
NRG-GI005,2024-01-06,03:00:00,2024-01-06,03:00:00,2024-01-13,02:55:00,Weekly,00:05:00,0,,0,
NRG-GI006,2024-01-12,03:00:00,2024-01-12,03:00:00,2024-01-13,03:00:00,Daily,00:00:00,73,440.85,0,
NRG-GI007,2024-01-12,04:40:00,2024-01-12,04:40:00,2024-01-13,04:40:00,Daily,00:00:00,51,23.66,0,
NRG-GI008,2024-01-12,03:50:00,2024-01-12,03:50:00,2024-01-13,03:43:00,Daily,00:07:00,61,162.29,0,
NRG-GU002,2024-01-12,03:10:00,2024-01-12,03:10:00,2024-01-13,03:05:00,Daily,00:05:00,49,248.82,0,
NRG-GU003,2024-01-12,03:10:00,2024-01-12,03:10:00,2024-01-13,03:10:00,Daily,00:00:00,47,258.96,0,
NRG-GU005,2024-01-12,03:20:00,2024-01-12,03:20:00,2024-01-13,03:15:00,Daily,00:05:00,54,728.09,0,
NRG-GU006,2024-01-12,03:20:00,2024-01-12,03:20:00,2024-01-13,03:20:00,Daily,00:00:00,50,468.24,0,
NRG-GU007,2024-01-12,03:30:00,2024-01-12,03:30:00,2024-01-13,03:25:00,Daily,00:05:00,44,89.61,0,
NRG-GU008,2024-01-12,03:30:00,2024-01-12,03:30:00,2024-01-13,03:30:00,Daily,00:00:00,59,412.74,0,
NRG-GU009,2024-01-12,04:40:00,2024-01-12,04:40:00,2024-01-13,04:35:00,Daily,00:05:00,81,1845.77,0,
NRG-GU010,2024-01-12,04:50:00,2024-01-12,04:50:00,2024-01-13,04:45:00,Daily,00:05:00,60,817.82,0,
NRG-GU011,2024-01-12,04:20:00,2024-01-12,04:20:00,2024-01-13,04:15:00,Daily,00:05:00,58,113.46,0,
NRG-GU012,2023-02-15,16:43:51,,,2023-02-15,16:51:56.963000,Daily,,59,11.61,0,
NRG-GU012,2024-01-12,07:50:00,2024-01-12,07:50:00,2024-01-13,07:50:00,Daily,00:00:00,59,11.61,0,
NRG-GU013,2024-01-12,00:30:00,2024-01-12,00:30:00,2024-01-13,00:15:00,Daily,00:15:00,53,1.07,0,
NRG-GY003,2024-01-09,01:00:00,2024-01-09,01:00:00,2024-01-16,00:55:00,Weekly,00:05:00,0,,0,
NRG-GY004,2024-01-09,01:00:00,2024-01-09,01:00:00,2024-01-16,00:50:00,Weekly,00:10:00,0,,0,
NRG-GY005,2024-01-12,00:50:00,2024-01-12,00:50:00,2024-01-13,00:45:00,Daily,00:05:00,67,3181.33,0,
NRG-GY006,2024-01-12,01:40:00,2024-01-12,01:40:00,2024-01-13,01:40:00,Daily,00:00:00,73,1841.23,0,
NRG-GY007,2024-01-12,00:50:00,2024-01-12,00:50:00,2024-01-13,00:35:00,Daily,00:15:00,83,1070.26,0,
NRG-GY009,2024-01-12,00:30:00,2024-01-12,00:30:00,2024-01-13,00:30:00,Daily,00:00:00,77,2958.22,0,
NRG-GY012,2024-01-12,00:30:00,2024-01-12,00:30:00,2024-01-13,00:25:00,Daily,00:05:00,68,1524.69,0,
NRG-GY014,2024-01-12,00:30:00,2024-01-12,00:30:00,2024-01-13,00:20:00,Daily,00:10:00,60,266.54,0,
NRG-GY016,2024-01-12,00:30:00,2024-01-12,00:30:00,2024-01-13,00:15:00,Daily,00:15:00,61,106.89,0,
NRG-GY017,2024-01-12,00:10:00,2024-01-12,00:10:00,2024-01-13,00:10:00,Daily,00:00:00,71,208.2,0,
NRG-GY018,2024-01-12,00:10:00,2024-01-12,00:10:00,2024-01-13,00:05:00,Daily,00:05:00,85,18460.92,0,
NRG-GY019,2024-01-12,00:00:00,2024-01-12,00:00:00,2024-01-13,00:00:00,Daily,00:00:00,58,2512.28,0,
NRG-GY020,2024-01-12,00:30:00,2024-01-12,00:30:00,2024-01-13,00:30:00,Daily,00:00:00,67,508.48,0,
NRG-GY021,2024-01-11,23:50:00,2024-01-11,23:50:00,2024-01-12,23:50:00,Daily,00:00:00,64,332.56,0,
NRG-GY022,2024-01-11,23:50:00,2024-01-11,23:50:00,2024-01-12,23:45:00,Daily,00:05:00,32,123.25,0,
NRG-GY023,2024-01-11,23:40:00,2024-01-11,23:40:00,2024-01-12,23:40:00,Daily,00:00:00,68,406.13,0,
NRG-GY024,2024-01-11,23:30:00,2024-01-11,23:30:00,2024-01-12,23:30:00,Daily,00:00:00,13,0.71,0,
NRG-GY025,2024-01-11,23:40:00,2024-01-11,23:40:00,2024-01-12,23:35:00,Daily,00:05:00,64,54.39,0,
NRG-GY026,2024-01-12,01:40:00,2024-01-12,01:40:00,2024-01-13,01:37:00,Daily,00:03:00,72,276.16,0,
NRG-GY027,2024-01-11,23:30:00,2024-01-11,23:30:00,2024-01-12,23:25:00,Daily,00:05:00,68,35.56,0,
NRG-GY028,2024-01-12,03:20:00,2024-01-12,03:20:00,2024-01-13,03:15:00,Daily,00:05:00,64,15.9,0,
NRG-GY031,2024-01-12,00:30:00,2024-01-12,00:30:00,2024-01-13,00:20:00,Daily,00:10:00,68,2.33,0,
NRG-HN001,2024-01-12,05:00:00,2024-01-12,05:00:00,2024-01-13,05:00:00,Daily,00:00:00,71,2605.26,0,
NRG-HN002,2024-01-12,06:20:00,2024-01-12,06:20:00,2024-01-19,06:05:00,Weekly,00:15:00,68,1401.05,0,
NRG-HN003,2024-01-09,05:20:00,2024-01-09,05:20:00,2024-01-16,05:10:00,Weekly,00:10:00,0,,0,
NRG-HN004,2024-01-12,05:20:00,2024-01-12,05:20:00,2024-01-13,05:15:00,Daily,00:05:00,74,1459.39,0,
NRG-HN005,2024-01-12,05:20:00,2024-01-12,05:20:00,2024-01-13,05:20:00,Daily,00:00:00,72,1510.71,0,
NRG-HN006,2024-01-11,21:10:00,2024-01-11,21:10:00,2024-01-12,21:04:03,Daily,00:05:57,76,227.23,0,
NRG-HN007,2024-01-12,05:30:00,2024-01-12,05:30:00,2024-01-13,05:30:00,Daily,00:00:00,53,72.84,0,
NRG-HN008,2024-01-12,04:50:00,2024-01-12,04:50:00,2024-01-13,04:50:00,Daily,00:00:00,53,36.63,0,
NRG-HN009,2024-01-12,05:00:00,2024-01-12,05:00:00,2024-01-13,04:55:00,Daily,00:05:00,55,640.6,0,
NRG-HN010,2024-01-12,07:00:00,2024-01-12,07:00:00,2024-01-13,06:55:00,Daily,00:05:00,42,8.6,0,
NRG-LU001,2024-01-09,05:40:00,2024-01-09,05:40:00,2024-01-16,05:35:00,Weekly,00:05:00,0,,0,
NRG-LU002,2024-01-11,15:30:00,2024-01-11,15:30:00,2024-01-12,15:30:12,Daily,00:00:12,64,808.31,0,
