Study ID,Last Run Date,Last Run Time,Last Successful Run Date,Last Successful Run Time,Next Run Date,Next Run Time,Occurrence,Estimated Execution Time,N: File Count,N: Total File Size (MB),Problem Detected
NRG-BN001,2023-02-07,01:23:51,2023-02-07,01:23:51,2023-02-08,01:00:00,Daily,00:23:51,61.0,917.3,
NRG-BN002,2023-02-07,01:23:51,2023-02-07,01:23:51,2023-02-14,01:05:00,Weekly,00:18:51,49.0,100.96,
NRG-BN003,2023-02-07,01:23:51,2023-02-07,01:23:51,2023-02-08,01:10:00,Daily,00:13:51,51.0,81.12,
NRG-BN005,2023-02-07,01:23:51,2023-02-07,01:23:51,2023-02-08,01:15:00,Daily,00:08:51,62.0,97.06,
NRG-BN007,2023-02-07,01:23:51,2023-02-07,01:23:51,2023-02-08,01:20:00,Daily,00:03:51,73.0,838.35,
NRG-BN009,2023-02-07,01:23:51,2023-02-07,01:23:51,2023-02-08,00:55:00,Daily,00:28:51,65.0,8.06,
NRG-BN010,2023-02-07,04:03:51,2023-02-07,04:03:51,2023-02-08,03:59:00,Daily,00:04:51,63.0,15.78,
NRG-BN011,2023-02-06,23:26:09,2023-02-06,23:26:09,2023-02-07,23:24:57,Daily,00:01:12,62.0,51.73,
NRG-BN012,2023-02-07,07:53:51,2023-02-07,07:53:51,2023-02-08,07:45:00,Daily,00:08:51,51.0,2.4,
NRG-BR001,2023-02-07,01:43:51,2023-02-07,01:43:51,2023-02-14,01:25:00,Weekly,00:18:51,45.0,110.77,
NRG-BR002,2023-02-07,02:33:51,2023-02-07,02:33:51,2023-02-08,02:30:00,Daily,00:03:51,55.0,119.6,
NRG-BR003,2023-02-07,01:43:51,2023-02-07,01:43:51,2023-02-14,01:35:00,Weekly,00:08:51,44.0,2611.77,
NRG-BR004,2023-02-07,05:13:51,2023-02-07,05:13:51,2023-02-08,05:10:00,Daily,00:03:51,88.0,2638.32,
NRG-BR005,2023-02-07,01:53:51,2023-02-07,01:53:51,2023-02-08,01:45:00,Daily,00:08:51,33.0,25.09,
NRG-BR007,2023-02-07,01:53:51,2023-02-07,01:53:51,2023-02-08,01:50:00,Daily,00:03:51,72.0,277.47,
NRG-CC003,2023-02-07,02:13:51,2023-02-07,02:13:51,2023-02-08,02:05:00,Daily,00:08:51,82.0,519.5,
NRG-CC004,2023-02-07,02:13:51,2023-02-07,02:13:51,2023-02-08,02:10:00,Daily,00:03:51,43.0,229.14,
NRG-CC005,2023-02-07,04:13:51,2023-02-07,04:13:51,2023-02-08,04:05:00,Daily,00:08:51,46.0,70.5,
NRG-CC007CD,2023-02-07,02:23:51,2023-02-07,02:23:51,2023-02-08,02:15:00,Daily,00:08:51,34.0,158.07,
NRG-CC008,2023-02-07,02:23:51,2023-02-07,02:23:51,2023-02-08,02:20:00,Daily,00:03:51,63.0,188.16,
NRG-CC009,2023-02-07,02:33:51,2023-02-07,02:33:51,2023-02-08,02:25:00,Daily,00:08:51,65.0,40.63,
NRG-CC010,2023-02-06,18:33:51,,,2023-02-07,18:35:00,Daily,,,,
NRG-DT001,2023-02-07,02:33:51,2023-02-07,02:33:51,2023-02-08,02:30:00,Daily,00:03:51,54.0,126.3,
NRG-GI002,2023-02-07,02:43:51,2023-02-07,02:43:51,2023-02-14,02:35:00,Weekly,00:08:51,59.0,1696.47,
NRG-GI003,2023-02-07,02:43:51,2023-02-07,02:43:51,2023-02-08,02:40:00,Daily,00:03:51,48.0,142.21,
NRG-GI004,2023-02-07,02:53:51,2023-02-07,02:53:51,2023-02-08,02:50:00,Daily,00:03:51,53.0,371.48,
NRG-GI005,2023-02-07,03:03:51,2023-02-07,03:03:51,2023-02-14,02:55:00,Weekly,00:08:51,41.0,138.94,
NRG-GI006,2023-02-07,03:03:51,2023-02-07,03:03:51,2023-02-08,03:00:00,Daily,00:03:51,73.0,319.18,
NRG-GI007,2023-02-07,04:43:51,2023-02-07,04:43:51,2023-02-08,04:40:00,Daily,00:03:51,51.0,9.36,
NRG-GI008,2023-02-07,03:43:51,2023-02-07,03:43:51,2023-02-08,03:43:00,Daily,00:00:51,60.0,25.62,
NRG-GU002,2023-02-07,03:13:51,2023-02-07,03:13:51,2023-02-08,03:05:00,Daily,00:08:51,49.0,225.63,
NRG-GU003,2023-02-07,03:13:51,2023-02-07,03:13:51,2023-02-08,03:10:00,Daily,00:03:51,47.0,240.79,
NRG-GU005,2023-02-07,03:23:51,2023-02-07,03:23:51,2023-02-08,03:15:00,Daily,00:08:51,54.0,642.86,
NRG-GU006,2023-02-07,03:23:51,2023-02-07,03:23:51,2023-02-08,03:20:00,Daily,00:03:51,50.0,428.49,
NRG-GU007,2023-02-07,03:33:51,2023-02-07,03:33:51,2023-02-08,03:25:00,Daily,00:08:51,44.0,65.84,
NRG-GU008,2023-02-07,03:33:51,2023-02-07,03:33:51,2023-02-08,03:30:00,Daily,00:03:51,59.0,223.2,
NRG-GU009,2023-02-07,04:43:51,2023-02-07,04:43:51,2023-02-08,04:35:00,Daily,00:08:51,81.0,531.05,
NRG-GU010,2023-02-07,04:53:51,2023-02-07,04:53:51,2023-02-08,04:45:00,Daily,00:08:51,60.0,138.1,
NRG-GU011,2023-02-07,04:23:51,2023-02-07,04:23:51,2023-02-08,04:15:00,Daily,00:08:51,58.0,31.29,
NRG-GY003,2023-02-07,01:23:51,2023-02-07,01:23:51,2023-02-14,00:55:00,Weekly,00:28:51,49.0,492.01,
NRG-GY004,2023-02-07,00:53:51,2023-02-07,00:53:51,2023-02-14,00:50:00,Weekly,00:03:51,69.0,4950.84,
NRG-GY005,2023-02-07,00:53:51,2023-02-07,00:53:51,2023-02-08,00:45:00,Daily,00:08:51,67.0,3160.38,
NRG-GY006,2023-02-07,00:53:51,2023-02-07,00:53:51,2023-02-08,00:40:00,Daily,00:13:51,71.0,1772.77,
NRG-GY007,2023-02-07,00:53:51,2023-02-07,00:53:51,2023-02-08,00:35:00,Daily,00:18:51,83.0,1058.4,
NRG-GY009,2023-02-07,00:33:51,2023-02-07,00:33:51,2023-02-08,00:30:00,Daily,00:03:51,77.0,2895.89,
NRG-GY012,2023-02-07,00:33:51,2023-02-07,00:33:51,2023-02-08,00:25:00,Daily,00:08:51,61.0,990.32,
NRG-GY014,2023-02-07,00:23:51,2023-02-07,00:23:51,2023-02-08,00:20:00,Daily,00:03:51,60.0,248.85,
NRG-GY016,2023-02-07,00:23:51,2023-02-07,00:23:51,2023-02-08,00:15:00,Daily,00:08:51,61.0,106.26,
NRG-GY017,2023-02-07,00:13:51,2023-02-07,00:13:51,2023-02-08,00:10:00,Daily,00:03:51,71.0,208.18,
